codigo_producto,demanda_total,caja_tipo_id,alto,ancho,largo,utilizacion_pallet,cantidad_cajas_pallet
BR0006,6901,0835ff365412a67b720a19713ec250f3,305.8,286.0,386.0,0.8491219907407408,40.0
BR0006,6901,125888817c4da192ce9335454b8d4432,298.1,281.0,379.0,0.7998817592592593,40.0
BR0006,6901,125888817c4da192ce9335454b8d4432,271.0,309.1,379.0,0.7199663333333334,36.0
BR0006,6901,170f5916eaeb0e271ae012eedb1ad645,298.0,286.0,386.0,0.8280827546296297,40.0
BR0006,6901,2060590a59a5c59ff1bb32dbffe1028b,288.0,286.0,386.0,0.96133125,48.0
BR0006,6901,3249c6671a2e400c91ae940376aa4946,294.8,288.0,388.0,0.829184125,40.0
BR0006,6901,3ee40e049bab5e95db9b552be527cd7d,287.1,310.2,380.0,0.7659662850000002,36.0
BR0006,6901,3f4b03b56bb388655f2cb1495b69f5d7,305.8,288.0,388.0,0.85920725,40.0
BR0006,6901,4d0dc68792c8a76defd00faaff677665,289.0,309.1,379.0,0.7662498833333332,36.0
BR0006,6901,4e08f8e3d25dca0ebe2ef18b5cff3f24,305.0,282.0,380.0,0.8227890277777777,40.0
BR0006,6901,4e08f8e3d25dca0ebe2ef18b5cff3f24,274.5,310.2,380.0,0.733371975,36.0
BR0006,6901,537ef1ac28efdb45dee0d50d3e1f8274,276.1,310.2,380.0,0.7375109350000001,36.0
BR0006,6901,5e55b0f0e0122b55ba8d4d91fb921c5a,284.4,292.0,391.0,0.735945,36.0
BR0006,6901,60f9d051a89c1302333f9987840f1831,295.2,280.5,385.0,0.8031936249999999,40.0
BR0006,6901,6d3c3bcdfc4034e3424078243e7668a1,286.0,286.0,386.0,0.9548576388888887,48.0
BR0006,6901,8f26468860664ecfed551104179d7f3e,286.2,286.0,386.0,0.955505,48.0
BR0006,6901,9c72b7ef9f82b991ef05900066e9dc1b,298.1,282.0,380.0,0.8047086319444445,40.0
BR0006,6901,9c72b7ef9f82b991ef05900066e9dc1b,271.0,310.2,380.0,0.724318,36.0
BR0006,6901,9d44d480026dfab07731a73d1d0c6539,283.0,288.0,388.0,0.956373,48.0
BR0006,6901,a053806f0b23db27a17e90bf971c8a62,300.3,286.0,386.0,0.8342866319444444,40.0
BR0006,6901,a23eeef1c0cd8cfd40b780d65382034a,303.0,286.0,386.0,0.8415694444444445,40.0
BR0006,6901,aaf392f3c544855a81cee5b4895b3983,281.6,310.2,380.0,0.75173861,36.0
BR0006,6901,b10375e57c7a7f209de7bf3aec5aa29f,294.8,286.0,386.0,0.8194512731481481,40.0
BR0006,6901,b4d42409ba0a801454f8f3bc60d94ec1,293.0,288.0,388.0,0.82427125,40.0
BR0006,6901,b5ff628fcb5e9885b7d13c5dd1ddd441,286.0,310.2,380.0,0.76312075,36.0
BR0006,6901,c61dafed9b7d2c7f917d4debf65896c1,289.3,286.0,386.0,0.9655390972222222,48.0
BR0006,6901,e205014ff79e36431f829f1fab46061c,300.3,288.0,388.0,0.8441956875,40.0
BR0007,46847,2060590a59a5c59ff1bb32dbffe1028b,288.0,314.6,386.0,0.7908986250000002,36.0
BR0007,46847,3f4b03b56bb388655f2cb1495b69f5d7,305.8,288.0,388.0,0.85920725,40.0
BR0007,46847,3f4b03b56bb388655f2cb1495b69f5d7,278.0,316.8,388.0,0.7733609625000001,36.0
BR0007,46847,3f4b03b56bb388655f2cb1495b69f5d7,305.8,316.8,388.0,0.7068932375000001,30.0
BR0007,46847,584c93c412f45cd05fb6c4c753038aa1,289.0,313.5,379.0,0.77684875,36.0
BR0007,46847,5e55b0f0e0122b55ba8d4d91fb921c5a,284.4,321.2,391.0,0.807339,36.0
BR0007,46847,5e55b0f0e0122b55ba8d4d91fb921c5a,316.0,321.2,391.0,0.7452430555555556,30.0
BR0007,46847,6d3c3bcdfc4034e3424078243e7668a1,314.6,286.0,386.0,0.8728585648148148,40.0
BR0007,46847,6d3c3bcdfc4034e3424078243e7668a1,286.0,314.6,386.0,0.7855727083333334,36.0
BR0007,46847,6d3c3bcdfc4034e3424078243e7668a1,314.6,314.6,386.0,0.7181110972222223,30.0
BR0007,46847,8f26468860664ecfed551104179d7f3e,286.2,314.6,386.0,0.7861052999999999,36.0
BR0007,46847,9d44d480026dfab07731a73d1d0c6539,311.3,288.0,388.0,0.8742188125,40.0
BR0007,46847,9d44d480026dfab07731a73d1d0c6539,283.0,316.8,388.0,0.78683415,36.0
BR0007,46847,9d44d480026dfab07731a73d1d0c6539,311.3,316.8,388.0,0.719243659375,30.0
BR0007,46847,ab2be01db2336d90876b25f646f81b48,311.3,286.0,386.0,0.8639573495370371,40.0
BR0007,46847,ab2be01db2336d90876b25f646f81b48,283.0,314.6,386.0,0.7775838333333335,36.0
BR0007,46847,ab2be01db2336d90876b25f646f81b48,311.3,314.6,386.0,0.7107879618055557,30.0
BR0007,46847,bf05ab5b9fe071ca604f12617c73c3ec,283.8,314.6,386.0,0.7797142000000002,36.0
BR0007,46847,c61dafed9b7d2c7f917d4debf65896c1,289.3,314.6,386.0,0.7943604708333334,36.0
BR0007,46847,c98f51071fa8c135d7071023f6b23ac0,313.2,288.0,388.0,0.879404625,40.0
BR0007,46847,c98f51071fa8c135d7071023f6b23ac0,313.2,316.8,388.0,0.72351016875,30.0
BR0007,46847,ce9d9f5685ddf0df230b3137826b5cde,281.6,314.6,386.0,0.7738556916666668,36.0
BR0008,14639,0b72571a5bb7429ce7de424547e8d27d,191.4,286.0,386.0,0.8648744444444444,64.0
BR0008,14639,1333ec917a8a6111a3fac88649307892,197.1,287.0,380.0,0.8789325333333333,64.0
BR0008,14639,161332db17a4c8bcba8a5651098cbe91,189.0,288.0,388.0,0.97274925,72.0
BR0008,14639,1a3ffa8018de4637afcdd1e390e2602a,199.0,272.8,383.0,0.8509942518518518,64.0
BR0008,14639,1e68edd4dd3edf793634e204ec225c3b,193.5,282.0,380.0,0.8489925,64.0
BR0008,14639,228ba4e5ea3c7574cbd9ce77434d4525,185.0,310.2,380.0,0.75277335,54.0
BR0008,14639,3665e3bea9deb6de2f6ad8e308473be4,190.8,282.0,380.0,0.942381675,72.0
BR0008,14639,3665e3bea9deb6de2f6ad8e308473be4,190.8,310.2,380.0,0.775278945,54.0
BR0008,14639,48d2fa87ef6ac189e633680672b6132e,199.0,286.0,386.0,0.8976740740740741,64.0
BR0008,14639,4910b652fb2cf1c609d243a1e78d1919,195.3,286.0,386.0,0.8817058333333333,64.0
BR0008,14639,519a80871f454928779db9ed3e039e2b,183.7,310.2,380.0,0.7477289925,54.0
BR0008,14639,5229dfb764d843b66341f7ca5cdec3dd,192.6,288.0,388.0,0.8803871999999999,64.0
BR0008,14639,55b52b97c05b19dbbbefa191622fe36a,196.9,286.0,386.0,0.8886110185185185,64.0
BR0008,14639,5de73c5764aabd7851aff9fdd3125d98,187.0,285.0,385.0,0.945994,72.0
BR0008,14639,600cd59259a79d7fa6a1bffb6451bb8a,197.1,286.0,386.0,0.8894741666666667,64.0
BR0008,14639,614801e8bbdec32546c0d92055dfb596,194.0,288.0,388.0,0.886501,64.0
BR0008,14639,6317bf81cd9d3fe0f209963e7fd234f7,189.2,310.2,380.0,0.769070505,54.0
BR0008,14639,631adf6ff70b5781bcd77a8f20a140e0,192.0,286.0,386.0,0.8674638888888889,64.0
BR0008,14639,67894c5a8355ca9b7e57b96362fa45f1,185.9,288.0,388.0,0.9575193375,72.0
BR0008,14639,6d3b65a1af8cc152d64aed67c4b13230,191.0,285.0,383.0,0.9604,72.0
BR0008,14639,79637c70988d89fe3abe191b59c1ed0c,197.1,288.0,388.0,0.9000387,64.0
BR0008,14639,7a36a62f118b7544b9313b676a30ea35,199.0,288.0,388.0,0.908336,64.0
BR0008,14639,8044f4664ac51a293ecacbd7a3d0fb38,189.0,310.2,380.0,0.76829445,54.0
BR0008,14639,8850d576186653964c356b848cd2153a,194.0,286.0,386.0,0.8760953703703703,64.0
BR0008,14639,8b92b5a6728066959f3f11c35d1cd62f,196.2,277.2,380.0,0.84612168,64.0
BR0008,14639,8f61ca662a88d3f0432d0d6a0cfbf2ee,196.9,272.8,383.0,0.842402482962963,64.0
BR0008,14639,952d7cb277c22fee189451276b46d536,196.9,288.0,388.0,0.8991653000000001,64.0
