codigo_producto,caja_grosor_mm,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto
BR0215,5,399.0,297.0,197.0
BR0216,5,396.0,288.0,167.0
BR0217,5,399.0,300.0,179.0
BR0218,5,396.0,300.0,179.0
BR0219,5,399.0,297.0,176.0
BR0220,5,399.0,288.0,191.0
BR0221,5,399.0,285.0,173.0
BR0222,5,399.0,285.0,197.0
BR0223,5,399.0,288.0,191.0
BR0224,5,399.0,285.0,149.0
BR0225,5,399.0,237.0,176.0
BR0226,5,399.0,288.0,191.0
BR0227,5,399.0,279.0,173.0
BR0228,5,399.0,288.0,191.0
BR0229,5,399.0,285.0,197.0
BR0230,5,399.0,297.0,155.0
BR0231,5,399.0,300.0,185.0
BR0232,5,396.0,300.0,266.0
BR0233,5,396.0,300.0,314.0
BR0234,5,399.0,288.0,191.0
BR0235,5,399.0,288.0,257.0
BR0236,5,399.0,288.0,251.0
BR0237,5,399.0,288.0,248.0
BR0238,5,399.0,300.0,281.0
BR0239,5,396.0,240.0,281.0
BR0240,5,396.0,240.0,281.0
BR0241,5,399.0,297.0,251.0
BR0242,5,396.0,300.0,260.0
BR0243,5,399.0,300.0,287.0
BR0244,5,396.0,300.0,260.0
BR0245,5,396.0,240.0,257.0
BR0246,5,396.0,240.0,266.0
BR0247,5,399.0,240.0,359.0
BR0248,5,399.0,300.0,317.0
BR0249,5,399.0,300.0,293.0
BR0250,5,399.0,300.0,293.0
BR0251,5,399.0,288.0,308.0
BR0252,5,399.0,288.0,308.0
BR0253,5,399.0,300.0,317.0
BR0254,5,399.0,300.0,317.0
BR0255,5,399.0,300.0,338.0
BR0256,5,396.0,300.0,335.0
BR0257,5,399.0,300.0,293.0
BR0258,5,399.0,300.0,293.0
BR0259,5,399.0,240.0,275.0
BR0260,5,399.0,288.0,218.0
BR0261,5,399.0,288.0,191.0
BR0262,5,399.0,288.0,191.0
BR0263,5,396.0,240.0,218.0
BR0264,5,396.0,240.0,224.0
BR0265,5,399.0,282.0,176.0
BR0266,5,399.0,297.0,272.0
BR0267,5,399.0,240.0,359.0
BR0268,5,399.0,288.0,200.0
BR0269,5,399.0,288.0,200.0
BR0270,5,399.0,288.0,218.0
BR0271,5,399.0,288.0,218.0
BR0272,5,399.0,288.0,257.0
BR0273,5,396.0,300.0,224.0
BR0274,5,399.0,300.0,281.0
BR0275,5,399.0,297.0,176.0
BR0276,5,399.0,297.0,173.0
BR0277,5,399.0,300.0,287.0
BR0278,5,399.0,300.0,287.0
BR0279,5,399.0,300.0,281.0
BR0280,5,396.0,300.0,266.0
BR0281,5,399.0,300.0,230.0
BR0282,5,399.0,300.0,290.0
BR0283,5,396.0,300.0,239.0
BR0284,5,399.0,300.0,212.0
BR0285,5,399.0,297.0,176.0
BR0286,5,399.0,288.0,200.0
BR0287,5,399.0,300.0,287.0
BR0288,5,399.0,240.0,242.0
BR0289,5,399.0,282.0,194.0
BR0290,5,399.0,300.0,329.0
BR0291,5,399.0,300.0,206.0
BR0292,5,399.0,300.0,296.0
BR0293,5,399.0,288.0,242.0
BR0294,5,396.0,300.0,191.0
BR0295,5,399.0,297.0,245.0
BR0296,5,399.0,297.0,245.0
BR0297,5,399.0,297.0,155.0
BR0298,5,399.0,297.0,155.0
BR0299,5,399.0,288.0,242.0
BR0300,5,396.0,240.0,239.0
BR0301,5,399.0,240.0,272.0
BR0302,5,399.0,276.0,197.0
BR0303,5,399.0,237.0,167.0
BR0304,5,399.0,285.0,173.0
BR0305,5,399.0,300.0,281.0
BR0306,5,399.0,300.0,263.0
BR0307,5,399.0,300.0,263.0
BR0308,5,399.0,300.0,212.0
BR0309,5,399.0,300.0,173.0
BR0310,5,399.0,288.0,281.0
BR0310XL,5,399.0,300.0,281.0
BR0311,5,399.0,297.0,224.0
BR0312,5,399.0,297.0,224.0
BR0313,5,399.0,297.0,224.0
BR0314,5,399.0,288.0,191.0
BR0314XL,5,399.0,300.0,191.0
BR0315,5,399.0,300.0,176.0
BR0316,5,396.0,300.0,179.0
BR0317,5,396.0,300.0,179.0
BR0318,5,399.0,300.0,200.0
BR0319,5,396.0,300.0,179.0
BR0320,5,396.0,300.0,224.0
BR0321,5,396.0,240.0,272.0
BR0322,5,396.0,300.0,239.0
BR0323,5,399.0,300.0,254.0
BR0324,5,399.0,240.0,212.0
BR0325,5,399.0,288.0,257.0
BR0326,5,399.0,240.0,284.0
BR0327,5,399.0,240.0,296.0
BR0328,5,399.0,240.0,242.0
BR0329,5,399.0,240.0,248.0
BR0330,5,399.0,240.0,242.0
BR0331,5,399.0,240.0,248.0
BR0332,5,399.0,288.0,248.0
BR0333,5,396.0,300.0,224.0
BR0334,5,396.0,288.0,230.0
BR0335,5,396.0,288.0,230.0
BR0336,5,399.0,297.0,200.0
BR0337,5,399.0,279.0,200.0
BR0338,5,399.0,288.0,191.0
BR0339,5,399.0,240.0,275.0
BR0340,5,399.0,288.0,218.0
BR0340XL,5,396.0,288.0,230.0
BR0341,5,396.0,240.0,239.0
BR0342,5,396.0,288.0,230.0
BR0343,5,399.0,288.0,308.0
BR0344,5,399.0,288.0,281.0
BR0345,5,399.0,300.0,332.0
BR0346,5,399.0,300.0,245.0
BR0347,5,399.0,300.0,245.0
BR0348,5,396.0,300.0,314.0
BR0349,5,396.0,300.0,266.0
BR0350,5,399.0,300.0,212.0
BR0351,5,399.0,300.0,212.0
BR0352,5,399.0,288.0,281.0
BR0353,5,396.0,240.0,275.0
BR0354,5,399.0,285.0,263.0
BR0355,5,399.0,288.0,200.0
BR0356,5,399.0,288.0,257.0
BR0357,5,399.0,240.0,254.0
BR0358,5,396.0,300.0,266.0
BR0359,5,396.0,240.0,257.0
BR0360,5,399.0,288.0,218.0
BR0361,5,399.0,297.0,173.0
BR0362,5,399.0,300.0,281.0
BR0363,5,399.0,300.0,281.0
BR0364,5,396.0,300.0,239.0
BR0365,5,399.0,297.0,188.0
BR0366,5,399.0,288.0,242.0
BR0367,5,399.0,288.0,218.0
BR0368,5,399.0,300.0,191.0
BR0369,5,399.0,300.0,281.0
BR0370,5,399.0,297.0,245.0
BR0371,5,399.0,300.0,260.0
BR0372,5,399.0,297.0,272.0
BR0373,5,399.0,300.0,308.0
BR0374,5,396.0,300.0,266.0
BR0375,5,399.0,300.0,269.0
BR0376,5,399.0,300.0,269.0
BR0377,5,399.0,300.0,269.0
BR0378,5,399.0,288.0,242.0
BR0379,5,399.0,288.0,242.0
BR0380,5,399.0,288.0,242.0
BR0381,5,399.0,288.0,224.0
BR0382,5,399.0,288.0,224.0
BR0383,5,399.0,288.0,224.0
BR0384,5,399.0,288.0,218.0
BR0385,5,399.0,288.0,218.0
BR0386,5,396.0,300.0,239.0
BR0387,5,399.0,288.0,218.0
BR0388,5,399.0,240.0,248.0
BR0389,5,396.0,288.0,215.0
BR0390,5,399.0,288.0,242.0
BR0391,5,399.0,288.0,191.0
BR0392,5,399.0,285.0,197.0
BR0393,5,399.0,288.0,191.0
BR0394,5,396.0,240.0,218.0
BR0395,5,399.0,240.0,212.0
BR0396,5,399.0,300.0,218.0
BR0397,5,396.0,300.0,239.0
BR0398,5,399.0,300.0,218.0
BR0399,5,396.0,300.0,314.0
BR0400,5,396.0,300.0,314.0
BR0401,5,399.0,300.0,212.0
BR0402,5,396.0,300.0,191.0
BR0403,5,399.0,240.0,359.0
BR0404,5,399.0,279.0,224.0
BR0405,5,399.0,288.0,200.0
BR0406,5,396.0,300.0,314.0
BR0407,5,399.0,300.0,281.0
BR0408,5,396.0,300.0,314.0
BR0409,5,399.0,279.0,224.0
BR0410,5,399.0,300.0,287.0
BR0411,5,396.0,300.0,224.0
BR0412,5,396.0,300.0,239.0
BR0413,5,399.0,300.0,245.0
BR0414,5,399.0,288.0,200.0
BR0415,5,396.0,240.0,281.0
BR0416,5,399.0,288.0,200.0
BR0417,5,399.0,282.0,221.0
BR0418,5,399.0,282.0,221.0
BR0419,5,399.0,288.0,200.0
BR0420,5,399.0,288.0,200.0
BR0421,5,399.0,288.0,218.0
