codigo_producto,caja_grosor_mm,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto
BR0221,5,393.0,258.0,199.0
BR0222,5,393.0,258.0,224.0
BR0223,5,393.0,258.0,209.0
BR0224,5,403.0,265.0,158.0
BR0225,5,403.0,265.0,158.0
BR0226,5,393.0,258.0,209.0
BR0227,5,393.0,258.0,199.0
BR0228,5,393.0,258.0,209.0
BR0229,5,393.0,258.0,224.0
BR0230,5,398.0,298.0,159.0
BR0231,5,396.0,296.0,189.0
BR0232,5,396.0,296.0,288.0
BR0233,5,401.0,302.0,326.0
BR0234,5,393.0,258.0,209.0
BR0235,5,403.0,265.0,296.0
BR0236,5,403.0,265.0,296.0
BR0237,5,396.0,296.0,249.0
BR0238,5,396.0,296.0,288.0
BR0239,5,403.0,265.0,285.0
BR0240,5,403.0,265.0,285.0
BR0241,5,403.0,265.0,285.0
BR0242,5,396.0,296.0,288.0
BR0243,5,396.0,296.0,313.0
BR0244,5,396.0,296.0,288.0
BR0245,5,393.0,258.0,249.0
BR0246,5,393.0,258.0,249.0
BR0247,5,395.0,265.0,338.0
BR0248,5,398.0,298.0,358.0
BR0249,5,401.0,302.0,326.0
BR0250,5,401.0,302.0,326.0
BR0251,5,395.0,265.0,338.0
BR0252,5,395.0,265.0,338.0
BR0253,5,398.0,298.0,358.0
BR0254,5,398.0,298.0,358.0
BR0255,5,398.0,298.0,358.0
BR0256,5,398.0,298.0,358.0
BR0257,5,401.0,302.0,326.0
BR0258,5,401.0,302.0,326.0
BR0259,5,393.0,258.0,258.0
BR0260,5,393.0,258.0,234.0
BR0261,5,393.0,258.0,219.0
BR0262,5,393.0,258.0,219.0
BR0263,5,393.0,258.0,219.0
BR0264,5,393.0,258.0,219.0
BR0265,5,393.0,258.0,194.0
BR0266,5,398.0,298.0,278.0
BR0267,5,395.0,265.0,338.0
BR0268,5,398.0,298.0,199.0
BR0269,5,398.0,298.0,199.0
BR0270,5,398.0,298.0,219.0
BR0271,5,398.0,298.0,219.0
BR0272,5,396.0,296.0,268.0
BR0273,5,396.0,296.0,239.0
BR0274,5,396.0,296.0,288.0
BR0275,5,398.0,298.0,179.0
BR0276,5,398.0,298.0,179.0
BR0277,5,396.0,296.0,313.0
BR0278,5,396.0,296.0,313.0
BR0279,5,396.0,296.0,288.0
BR0280,5,396.0,296.0,288.0
BR0281,5,396.0,296.0,249.0
BR0282,5,396.0,296.0,288.0
BR0283,5,396.0,296.0,249.0
BR0284,5,396.0,296.0,239.0
BR0285,5,398.0,298.0,179.0
BR0286,5,398.0,298.0,199.0
BR0287,5,396.0,296.0,313.0
BR0288,5,393.0,258.0,234.0
BR0289,5,393.0,258.0,219.0
BR0290,5,401.0,302.0,326.0
BR0291,5,396.0,296.0,214.0
BR0292,5,396.0,296.0,308.0
BR0293,5,396.0,296.0,249.0
BR0294,5,398.0,298.0,199.0
BR0295,5,396.0,296.0,249.0
BR0296,5,396.0,296.0,249.0
BR0297,5,398.0,298.0,159.0
BR0298,5,398.0,298.0,159.0
BR0299,5,396.0,296.0,249.0
BR0300,5,393.0,258.0,219.0
BR0301,5,403.0,265.0,285.0
BR0302,5,393.0,258.0,219.0
BR0303,5,403.0,265.0,158.0
BR0304,5,393.0,258.0,194.0
BR0305,5,396.0,296.0,288.0
BR0306,5,396.0,296.0,288.0
BR0307,5,396.0,296.0,288.0
BR0308,5,396.0,296.0,239.0
BR0309,5,398.0,298.0,179.0
BR0310,5,393.0,258.0,328.0
BR0310XL,5,396.0,296.0,288.0
BR0311,5,398.0,298.0,224.0
BR0312,5,398.0,298.0,224.0
BR0313,5,398.0,298.0,224.0
BR0314,5,398.0,298.0,199.0
BR0314XL,5,398.0,298.0,199.0
BR0315,5,398.0,298.0,179.0
BR0316,5,398.0,298.0,179.0
BR0317,5,398.0,298.0,179.0
BR0318,5,398.0,298.0,219.0
BR0319,5,398.0,298.0,179.0
BR0320,5,396.0,296.0,239.0
BR0321,5,393.0,258.0,258.0
BR0322,5,396.0,296.0,249.0
BR0323,5,396.0,296.0,268.0
BR0324,5,393.0,258.0,199.0
BR0325,5,403.0,265.0,296.0
BR0326,5,403.0,265.0,285.0
BR0327,5,403.0,265.0,285.0
BR0328,5,393.0,258.0,234.0
BR0329,5,393.0,258.0,249.0
BR0330,5,393.0,258.0,234.0
BR0331,5,393.0,258.0,249.0
BR0332,5,403.0,265.0,285.0
BR0333,5,396.0,296.0,239.0
BR0334,5,393.0,258.0,258.0
BR0335,5,393.0,258.0,258.0
BR0336,5,398.0,298.0,199.0
BR0337,5,393.0,258.0,219.0
BR0338,5,398.0,298.0,199.0
BR0339,5,393.0,258.0,258.0
BR0340,5,393.0,258.0,249.0
BR0340XL,5,393.0,258.0,258.0
BR0341,5,393.0,258.0,234.0
BR0342,5,393.0,258.0,258.0
BR0343,5,395.0,265.0,338.0
BR0344,5,393.0,258.0,328.0
BR0345,5,401.0,302.0,326.0
BR0346,5,396.0,296.0,249.0
BR0347,5,396.0,296.0,249.0
BR0348,5,401.0,302.0,326.0
BR0349,5,398.0,298.0,278.0
BR0350,5,398.0,298.0,219.0
BR0351,5,398.0,298.0,219.0
BR0352,5,393.0,258.0,328.0
BR0353,5,393.0,258.0,258.0
BR0354,5,403.0,265.0,296.0
BR0355,5,393.0,258.0,234.0
BR0356,5,403.0,265.0,296.0
BR0357,5,393.0,258.0,249.0
BR0358,5,398.0,298.0,278.0
BR0359,5,393.0,258.0,249.0
BR0360,5,398.0,298.0,219.0
BR0361,5,398.0,298.0,179.0
BR0362,5,396.0,296.0,288.0
BR0363,5,396.0,296.0,288.0
BR0364,5,396.0,296.0,249.0
BR0365,5,398.0,298.0,199.0
BR0366,5,396.0,296.0,239.0
BR0367,5,398.0,298.0,219.0
BR0368,5,398.0,298.0,199.0
BR0369,5,396.0,296.0,288.0
BR0370,5,396.0,296.0,249.0
BR0371,5,396.0,296.0,268.0
BR0372,5,398.0,298.0,278.0
BR0373,5,396.0,296.0,313.0
BR0374,5,398.0,298.0,278.0
BR0375,5,396.0,296.0,288.0
BR0376,5,398.0,298.0,278.0
BR0377,5,398.0,298.0,278.0
BR0378,5,403.0,265.0,285.0
BR0379,5,403.0,265.0,285.0
BR0380,5,403.0,265.0,285.0
BR0381,5,393.0,258.0,258.0
BR0382,5,393.0,258.0,258.0
BR0383,5,393.0,258.0,258.0
BR0384,5,393.0,258.0,244.0
BR0385,5,393.0,258.0,244.0
BR0386,5,396.0,296.0,249.0
BR0387,5,398.0,298.0,219.0
BR0388,5,393.0,258.0,249.0
BR0389,5,393.0,258.0,249.0
BR0390,5,403.0,265.0,285.0
BR0391,5,393.0,258.0,219.0
BR0392,5,398.0,298.0,199.0
BR0393,5,393.0,258.0,219.0
BR0394,5,393.0,258.0,219.0
BR0395,5,393.0,258.0,199.0
BR0396,5,396.0,296.0,239.0
BR0397,5,396.0,296.0,239.0
BR0398,5,396.0,296.0,239.0
BR0399,5,401.0,302.0,326.0
BR0400,5,401.0,302.0,326.0
BR0401,5,398.0,298.0,219.0
BR0402,5,398.0,298.0,199.0
BR0403,5,395.0,265.0,338.0
BR0404,5,393.0,258.0,249.0
BR0405,5,398.0,298.0,199.0
BR0406,5,401.0,302.0,326.0
BR0407,5,396.0,296.0,288.0
BR0408,5,401.0,302.0,326.0
BR0409,5,393.0,258.0,249.0
BR0410,5,396.0,296.0,288.0
BR0411,5,398.0,298.0,219.0
BR0412,5,396.0,296.0,249.0
BR0413,5,396.0,296.0,249.0
BR0414,5,398.0,298.0,199.0
BR0415,5,403.0,265.0,285.0
BR0416,5,398.0,298.0,199.0
BR0417,5,393.0,258.0,249.0
BR0418,5,393.0,258.0,249.0
BR0419,5,398.0,298.0,199.0
BR0420,5,393.0,258.0,234.0
BR0421,5,393.0,258.0,249.0
