codigo_producto,caja_grosor_mm,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto
BR0100,3,389.0,291.0,195.9
BR0101,3,394.0,294.0,175.0
BR0102,3,392.0,320.6,194.1
BR0103,3,394.0,294.0,200.0
BR0104,3,392.0,292.0,219.4
BR0105,3,389.0,291.0,195.9
BR0106,3,385.0,276.6,239.2
BR0107,3,389.0,262.5,254.6
BR0108,3,392.0,320.6,322.8
BR0109,3,394.0,294.0,328.3
BR0110,3,385.0,276.6,239.2
BR0111,3,385.0,276.6,222.7
BR0112,3,385.0,276.6,222.7
BR0113,3,394.0,294.0,289.0
BR0114,3,392.0,320.6,274.0
BR0115,3,394.0,294.0,289.0
BR0116,3,394.0,294.0,171.6
BR0117,3,392.0,292.0,274.4
BR0118,3,394.0,294.0,235.9
BR0119,3,394.0,294.0,200.0
BR0120,3,394.0,294.0,225.0
BR0121,3,394.0,294.0,359.0
BR0122,3,392.0,320.6,355.8
BR0123,3,394.0,294.0,289.0
BR0124,3,392.0,320.6,355.8
BR0125,3,394.0,294.0,200.0
BR0126,3,394.0,294.0,255.7
BR0127,3,394.0,294.0,200.0
BR0128,3,385.0,276.6,222.7
BR0129,3,385.0,276.6,222.7
BR0130,3,394.0,294.0,268.9
BR0131,3,392.0,320.6,274.0
BR0132,3,386.0,264.3,246.9
BR0133,3,386.0,264.3,246.9
BR0134,3,394.0,294.0,289.0
BR0135,3,394.0,294.0,289.0
BR0136,3,394.0,294.0,289.0
BR0136XL,3,394.0,294.0,289.0
BR0137,3,385.0,274.0,332.7
BR0138,3,392.0,263.4,149.1
BR0139,3,394.0,294.0,289.0
BR0140,3,394.0,294.0,255.7
BR0141,3,394.0,294.0,255.7
BR0142,3,392.0,292.0,339.3
BR0143,3,392.0,292.0,287.6
BR0144,3,394.0,294.0,225.0
BR0145,3,389.0,291.0,195.9
BR0146,3,392.0,292.0,190.0
BR0147,3,392.0,292.0,223.0
BR0148,3,394.0,294.0,200.0
BR0149,3,394.0,294.0,186.4
BR0150,3,394.0,294.0,200.0
BR0151,3,392.0,292.0,245.0
BR0152,3,392.0,292.0,223.0
BR0153,3,392.0,292.0,245.0
BR0154,3,392.0,292.0,223.0
BR0155,3,392.0,292.0,223.0
BR0156,3,394.0,294.0,186.4
BR0157,3,392.0,292.0,274.4
BR0158,3,394.0,294.0,171.6
BR0159,3,392.0,292.0,178.8
BR0160,3,392.0,292.0,178.8
BR0161,3,394.0,294.0,200.0
BR0162,3,392.0,292.0,245.0
BR0163,3,392.0,292.0,223.0
BR0164,3,394.0,294.0,162.6
BR0165,3,394.0,294.0,200.0
BR0166,3,394.0,294.0,150.0
BR0167,3,394.0,294.0,162.6
BR0168,3,394.0,294.0,212.1
BR0169,3,394.0,294.0,225.0
BR0170,3,394.0,294.0,150.0
BR0171,3,392.0,292.0,178.8
BR0172,3,394.0,294.0,241.4
BR0173,3,394.0,294.0,225.0
BR0174,3,392.0,292.0,178.8
BR0175,3,394.0,294.0,311.8
BR0176,3,392.0,263.4,177.0
BR0177,3,392.0,263.4,177.0
BR0178,3,392.0,263.4,177.0
BR0179,3,394.0,294.0,162.6
BR0180,3,392.0,263.4,177.0
BR0181,3,392.0,263.4,177.0
BR0182,3,392.0,292.0,264.0
BR0183,3,385.0,276.6,222.7
BR0184,3,394.0,294.0,200.0
BR0185,3,392.0,263.4,295.3
BR0186,3,392.0,292.0,223.0
BR0187,3,392.0,263.4,311.8
BR0188,3,394.0,294.0,212.1
BR0189,3,384.0,275.5,264.5
BR0190,3,384.0,275.5,264.5
BR0191,3,385.0,276.6,222.7
BR0192,3,392.0,263.4,198.6
BR0193,3,392.0,263.4,295.3
BR0194,3,394.0,294.0,306.3
BR0195,3,394.0,294.0,311.8
BR0196,3,394.0,294.0,289.0
BR0197,3,394.0,294.0,200.0
BR0198,3,389.0,291.0,195.9
BR0199,3,394.0,294.0,225.0
BR0200,3,394.0,294.0,175.0
BR0201,3,392.0,320.6,224.9
BR0202,3,394.0,294.0,175.0
BR0203,3,385.0,276.6,222.7
BR0204,3,385.0,276.6,239.2
BR0205,3,394.0,294.0,241.4
BR0206,3,394.0,294.0,212.1
BR0207,3,394.0,294.0,212.1
BR0208,3,389.0,262.5,254.6
BR0209,3,389.0,291.0,195.9
BR0209XL,3,389.0,291.0,195.9
BR0210,3,392.0,292.0,178.8
BR0211,3,392.0,292.0,178.8
BR0212,3,394.0,294.0,359.0
BR0213,3,394.0,294.0,212.1
BR0214,3,392.0,320.6,194.1
BR0215,3,392.0,320.6,194.1
BR0216,3,392.0,263.4,177.0
BR0217,3,392.0,292.0,178.8
BR0218,3,392.0,292.0,178.8
BR0219,3,394.0,294.0,171.6
BR0220,3,385.0,276.6,188.0
BR0221,3,385.0,276.6,188.0
BR0222,3,392.0,263.4,212.1
BR0223,3,385.0,276.6,188.0
BR0224,3,392.0,263.4,162.6
BR0225,3,392.0,263.4,162.6
BR0226,3,385.0,276.6,188.0
BR0227,3,392.0,263.4,191.9
BR0228,3,385.0,276.6,188.0
BR0229,3,392.0,263.4,212.1
BR0230,3,392.0,320.6,150.0
BR0231,3,392.0,292.0,184.2
BR0232,3,392.0,292.0,274.4
BR0233,3,394.0,294.0,311.8
BR0234,3,385.0,276.6,188.0
BR0235,3,385.0,276.6,282.1
BR0236,3,385.0,276.6,282.1
BR0237,3,392.0,292.0,245.0
BR0238,3,394.0,294.0,289.0
BR0239,3,389.0,262.5,254.6
BR0240,3,389.0,262.5,254.6
BR0241,3,394.0,294.0,255.7
BR0242,3,392.0,292.0,274.4
BR0243,3,394.0,294.0,289.0
BR0244,3,392.0,292.0,274.4
BR0245,3,389.0,262.5,254.6
BR0246,3,389.0,262.5,254.6
BR0247,3,385.0,274.0,332.7
BR0248,3,391.0,286.5,355.8
BR0249,3,394.0,294.0,311.8
BR0250,3,394.0,294.0,311.8
BR0251,3,394.0,265.2,354.0
BR0252,3,394.0,265.2,354.0
BR0253,3,391.0,286.5,355.8
BR0254,3,391.0,286.5,355.8
BR0255,3,391.0,286.5,355.8
BR0256,3,391.0,286.5,355.8
BR0257,3,394.0,294.0,311.8
BR0258,3,394.0,294.0,311.8
BR0259,3,389.0,262.5,254.6
BR0260,3,385.0,276.6,222.7
BR0261,3,392.0,263.4,212.1
BR0262,3,392.0,263.4,212.1
BR0263,3,392.0,263.4,198.6
BR0264,3,392.0,263.4,198.6
BR0265,3,392.0,263.4,198.6
BR0266,3,394.0,294.0,268.9
BR0267,3,385.0,274.0,332.7
BR0268,3,389.0,291.0,195.9
BR0269,3,389.0,291.0,195.9
BR0270,3,394.0,294.0,200.0
BR0271,3,394.0,294.0,212.1
BR0272,3,394.0,294.0,255.7
BR0273,3,394.0,294.0,225.0
BR0274,3,392.0,292.0,274.4
BR0275,3,394.0,294.0,171.6
BR0276,3,392.0,292.0,178.8
BR0277,3,394.0,294.0,289.0
BR0278,3,394.0,294.0,289.0
BR0279,3,392.0,292.0,274.4
BR0280,3,392.0,292.0,274.4
BR0281,3,392.0,292.0,245.0
BR0282,3,392.0,320.6,274.0
BR0283,3,394.0,294.0,241.4
BR0284,3,394.0,294.0,225.0
BR0285,3,392.0,292.0,178.8
BR0286,3,394.0,294.0,200.0
BR0287,3,394.0,294.0,289.0
BR0288,3,393.0,264.3,220.0
BR0289,3,393.0,264.3,220.0
BR0290,3,394.0,294.0,311.8
BR0291,3,394.0,294.0,205.0
BR0292,3,392.0,320.6,292.0
BR0293,3,394.0,294.0,225.0
BR0294,3,392.0,292.0,190.0
BR0295,3,394.0,294.0,241.4
BR0296,3,394.0,294.0,241.4
BR0297,3,394.0,294.0,150.0
BR0298,3,394.0,294.0,150.0
BR0299,3,394.0,294.0,225.0
BR0300,3,392.0,263.4,212.1
BR0301,3,389.0,262.5,254.6
BR0302,3,392.0,263.4,212.1
BR0303,3,392.0,263.4,149.1
BR0304,3,392.0,263.4,177.0
BR0305,3,394.0,294.0,289.0
BR0306,3,392.0,292.0,279.0
BR0307,3,392.0,292.0,279.0
BR0308,3,394.0,294.0,225.0
BR0309,3,392.0,292.0,178.8
BR0310,3,392.0,263.4,311.8
BR0310XL,3,392.0,292.0,279.0
BR0311,3,392.0,292.0,223.0
BR0312,3,392.0,292.0,223.0
BR0313,3,392.0,292.0,223.0
BR0314,3,394.0,294.0,186.4
BR0314XL,3,394.0,294.0,186.4
BR0315,3,392.0,292.0,178.8
BR0316,3,394.0,294.0,162.6
BR0317,3,394.0,294.0,162.6
BR0318,3,394.0,294.0,200.0
BR0319,3,394.0,294.0,162.6
BR0320,3,394.0,294.0,225.0
BR0321,3,389.0,262.5,254.6
BR0322,3,392.0,292.0,245.0
BR0323,3,394.0,294.0,255.7
BR0324,3,392.0,263.4,191.9
BR0325,3,385.0,276.6,282.1
BR0326,3,386.0,259.8,277.0
BR0327,3,392.0,263.4,289.0
BR0328,3,392.0,263.4,212.1
BR0329,3,393.0,264.3,220.0
BR0330,3,392.0,263.4,212.1
BR0331,3,393.0,264.3,220.0
BR0332,3,384.0,275.5,275.5
BR0333,3,392.0,292.0,223.0
BR0334,3,389.0,262.5,254.6
BR0335,3,389.0,262.5,254.6
BR0336,3,389.0,291.0,195.9
BR0337,3,392.0,263.4,212.1
BR0338,3,394.0,294.0,186.4
BR0339,3,389.0,262.5,254.6
BR0340,3,385.0,276.6,239.2
BR0340XL,3,389.0,262.5,254.6
BR0341,3,392.0,263.4,212.1
BR0342,3,389.0,262.5,254.6
BR0343,3,385.0,274.0,332.7
BR0344,3,392.0,263.4,311.8
BR0345,3,392.0,292.0,339.3
BR0346,3,394.0,294.0,255.7
BR0347,3,394.0,294.0,255.7
BR0348,3,394.0,294.0,311.8
BR0349,3,392.0,320.6,246.9
BR0350,3,394.0,294.0,225.0
BR0351,3,394.0,294.0,225.0
BR0352,3,392.0,263.4,311.8
BR0353,3,386.0,264.3,246.9
BR0354,3,385.0,276.6,282.1
BR0355,3,392.0,263.4,212.1
BR0356,3,385.0,276.6,282.1
BR0357,3,386.0,264.3,246.9
BR0358,3,392.0,320.6,246.9
BR0359,3,386.0,264.3,246.9
BR0360,3,394.0,294.0,212.1
BR0361,3,392.0,292.0,178.8
BR0362,3,392.0,320.6,274.0
BR0363,3,394.0,294.0,289.0
BR0364,3,394.0,294.0,235.9
BR0365,3,389.0,291.0,195.9
BR0366,3,386.0,316.2,221.0
BR0367,3,394.0,294.0,205.0
BR0368,3,394.0,294.0,200.0
BR0369,3,392.0,320.6,274.0
BR0370,3,394.0,294.0,241.4
BR0371,3,392.0,292.0,261.2
BR0372,3,394.0,294.0,268.9
BR0373,3,394.0,294.0,306.3
BR0374,3,392.0,320.6,246.9
BR0375,3,392.0,292.0,284.3
BR0376,3,394.0,294.0,268.9
BR0377,3,394.0,294.0,268.9
BR0378,3,384.0,275.5,264.5
BR0379,3,384.0,275.5,264.5
BR0380,3,384.0,275.5,264.5
BR0381,3,385.0,276.6,239.2
BR0382,3,385.0,276.6,239.2
BR0383,3,385.0,276.6,239.2
BR0384,3,385.0,276.6,222.7
BR0385,3,385.0,276.6,222.7
BR0386,3,394.0,294.0,241.4
BR0387,3,394.0,294.0,212.1
BR0388,3,393.0,264.3,220.0
BR0389,3,385.0,276.6,222.7
BR0390,3,384.0,275.5,264.5
BR0391,3,392.0,263.4,212.1
BR0392,3,394.0,294.0,186.4
BR0393,3,392.0,263.4,212.1
BR0394,3,392.0,263.4,198.6
BR0395,3,392.0,263.4,198.6
BR0396,3,394.0,294.0,225.0
BR0397,3,392.0,320.6,224.9
BR0398,3,394.0,294.0,225.0
BR0399,3,394.0,294.0,311.8
BR0400,3,394.0,294.0,311.8
BR0401,3,394.0,294.0,212.1
BR0402,3,392.0,292.0,190.0
BR0403,3,392.0,263.4,333.8
BR0404,3,389.0,262.5,254.6
BR0405,3,389.0,291.0,195.9
BR0406,3,394.0,294.0,311.8
BR0407,3,392.0,292.0,274.4
BR0408,3,394.0,294.0,311.8
BR0409,3,389.0,262.5,254.6
BR0410,3,394.0,294.0,289.0
BR0411,3,392.0,292.0,223.0
BR0412,3,394.0,294.0,241.4
BR0413,3,394.0,294.0,255.7
BR0414,3,389.0,291.0,195.9
BR0415,3,389.0,262.5,254.6
BR0416,3,389.0,291.0,195.9
BR0417,3,389.0,262.5,254.6
BR0418,3,389.0,262.5,254.6
BR0419,3,392.0,292.0,190.0
BR0420,3,385.0,276.6,222.7
BR0421,3,385.0,276.6,239.2
