codigo_producto,caja_grosor_mm,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto
BR0173,4.5,397.0,297.0,223.0
BR0174,4.5,397.0,297.0,178.0
BR0175,4.5,395.0,295.0,297.0
BR0176,4.5,392.0,257.0,188.0
BR0177,4.5,392.0,257.0,188.0
BR0178,4.5,392.0,257.0,188.0
BR0179,4.5,397.0,297.0,158.0
BR0180,4.5,392.0,257.0,188.0
BR0181,4.5,392.0,257.0,188.0
BR0182,4.5,395.0,295.0,272.0
BR0183,4.5,400.0,264.0,239.0
BR0184,4.5,397.0,297.0,218.0
BR0185,4.5,402.0,264.0,300.0
BR0186,4.5,397.0,297.0,223.0
BR0187,4.5,402.0,264.0,300.0
BR0188,4.5,397.0,297.0,218.0
BR0189,4.5,402.0,264.0,254.0
BR0190,4.5,402.0,264.0,254.0
BR0191,4.5,400.0,264.0,239.0
BR0192,4.5,392.0,257.0,223.0
BR0193,4.5,402.0,264.0,300.0
BR0194,4.5,395.0,295.0,312.0
BR0195,4.5,400.0,301.0,325.0
BR0196,4.5,395.0,295.0,297.0
BR0197,4.5,397.0,297.0,218.0
BR0198,4.5,397.0,297.0,198.0
BR0199,4.5,395.0,295.0,241.0
BR0200,4.5,397.0,297.0,178.0
BR0201,4.5,395.0,295.0,241.0
BR0202,4.5,397.0,297.0,178.0
BR0203,4.5,389.0,261.0,235.0
BR0204,4.5,400.0,264.0,249.0
BR0205,4.5,395.0,295.0,253.0
BR0206,4.5,397.0,297.0,223.0
BR0207,4.5,397.0,297.0,223.0
BR0208,4.5,400.0,264.0,249.0
BR0209,4.5,397.0,297.0,198.0
BR0209XL,4.5,397.0,297.0,198.0
BR0210,4.5,397.0,297.0,178.0
BR0211,4.5,397.0,297.0,178.0
BR0212,4.5,397.0,297.0,362.0
BR0213,4.5,397.0,297.0,218.0
BR0214,4.5,397.0,297.0,198.0
BR0215,4.5,397.0,297.0,198.0
BR0216,4.5,392.0,257.0,188.0
BR0217,4.5,397.0,297.0,183.0
BR0218,4.5,397.0,297.0,178.0
BR0219,4.5,397.0,297.0,178.0
BR0220,4.5,392.0,257.0,208.0
BR0221,4.5,392.0,257.0,193.0
BR0222,4.5,392.0,257.0,223.0
BR0223,4.5,392.0,257.0,208.0
BR0224,4.5,402.0,264.0,157.0
BR0225,4.5,392.0,257.0,163.0
BR0226,4.5,392.0,257.0,208.0
BR0227,4.5,392.0,257.0,198.0
BR0228,4.5,392.0,257.0,208.0
BR0229,4.5,392.0,257.0,223.0
BR0230,4.5,397.0,297.0,158.0
BR0231,4.5,397.0,297.0,188.0
BR0232,4.5,397.0,297.0,287.0
BR0233,4.5,400.0,301.0,325.0
BR0234,4.5,392.0,257.0,208.0
BR0235,4.5,402.0,264.0,295.0
BR0236,4.5,402.0,264.0,284.0
BR0237,4.5,395.0,295.0,253.0
BR0238,4.5,395.0,295.0,297.0
BR0239,4.5,392.0,257.0,277.0
BR0240,4.5,392.0,257.0,277.0
BR0241,4.5,395.0,295.0,253.0
BR0242,4.5,397.0,297.0,282.0
BR0243,4.5,395.0,295.0,297.0
BR0244,4.5,397.0,297.0,282.0
BR0245,4.5,400.0,264.0,249.0
BR0246,4.5,400.0,264.0,249.0
BR0247,4.5,394.0,264.0,337.0
BR0248,4.5,395.0,295.0,327.0
BR0249,4.5,395.0,295.0,297.0
BR0250,4.5,395.0,295.0,297.0
BR0251,4.5,394.0,264.0,337.0
BR0252,4.5,394.0,264.0,337.0
BR0253,4.5,395.0,295.0,327.0
BR0254,4.5,395.0,295.0,327.0
BR0255,4.5,397.0,297.0,357.0
BR0256,4.5,397.0,297.0,357.0
BR0257,4.5,395.0,295.0,297.0
BR0258,4.5,395.0,295.0,297.0
BR0259,4.5,400.0,264.0,249.0
BR0260,4.5,389.0,261.0,235.0
BR0261,4.5,392.0,257.0,218.0
BR0262,4.5,392.0,257.0,218.0
BR0263,4.5,392.0,257.0,218.0
BR0264,4.5,392.0,257.0,223.0
BR0265,4.5,392.0,257.0,198.0
BR0266,4.5,397.0,297.0,277.0
BR0267,4.5,394.0,264.0,337.0
BR0268,4.5,397.0,297.0,198.0
BR0269,4.5,397.0,297.0,198.0
BR0270,4.5,397.0,297.0,218.0
BR0271,4.5,397.0,297.0,223.0
BR0272,4.5,395.0,295.0,253.0
BR0273,4.5,397.0,297.0,223.0
BR0274,4.5,397.0,297.0,292.0
BR0275,4.5,397.0,297.0,178.0
BR0276,4.5,397.0,297.0,178.0
BR0277,4.5,395.0,295.0,297.0
BR0278,4.5,395.0,295.0,297.0
BR0279,4.5,397.0,297.0,292.0
BR0280,4.5,397.0,297.0,287.0
BR0281,4.5,395.0,295.0,253.0
BR0282,4.5,397.0,297.0,282.0
BR0283,4.5,395.0,295.0,253.0
BR0284,4.5,397.0,297.0,223.0
BR0285,4.5,397.0,297.0,178.0
BR0286,4.5,397.0,297.0,198.0
BR0287,4.5,395.0,295.0,297.0
BR0288,4.5,400.0,264.0,239.0
BR0289,4.5,392.0,257.0,223.0
BR0290,4.5,400.0,301.0,325.0
BR0291,4.5,395.0,295.0,213.0
BR0292,4.5,395.0,295.0,307.0
BR0293,4.5,395.0,295.0,241.0
BR0294,4.5,397.0,297.0,193.0
BR0295,4.5,397.0,297.0,248.0
BR0296,4.5,397.0,297.0,248.0
BR0297,4.5,397.0,297.0,158.0
BR0298,4.5,397.0,297.0,158.0
BR0299,4.5,395.0,295.0,241.0
BR0300,4.5,392.0,257.0,223.0
BR0301,4.5,400.0,264.0,249.0
BR0302,4.5,392.0,257.0,223.0
BR0303,4.5,392.0,257.0,163.0
BR0304,4.5,392.0,257.0,188.0
BR0305,4.5,395.0,295.0,297.0
BR0306,4.5,397.0,297.0,287.0
BR0307,4.5,397.0,297.0,292.0
BR0308,4.5,397.0,297.0,223.0
BR0309,4.5,397.0,297.0,178.0
BR0310,4.5,402.0,264.0,300.0
BR0310XL,4.5,397.0,297.0,287.0
BR0311,4.5,397.0,297.0,223.0
BR0312,4.5,397.0,297.0,223.0
BR0313,4.5,397.0,297.0,223.0
BR0314,4.5,397.0,297.0,198.0
BR0314XL,4.5,397.0,297.0,198.0
BR0315,4.5,397.0,297.0,178.0
BR0316,4.5,397.0,297.0,178.0
BR0317,4.5,397.0,297.0,178.0
BR0318,4.5,397.0,297.0,218.0
BR0319,4.5,397.0,297.0,178.0
BR0320,4.5,397.0,297.0,223.0
BR0321,4.5,400.0,264.0,249.0
BR0322,4.5,395.0,295.0,253.0
BR0323,4.5,395.0,295.0,262.0
BR0324,4.5,392.0,257.0,198.0
BR0325,4.5,402.0,264.0,295.0
BR0326,4.5,392.0,257.0,277.0
BR0327,4.5,392.0,257.0,277.0
BR0328,4.5,392.0,257.0,223.0
BR0329,4.5,400.0,264.0,249.0
BR0330,4.5,392.0,257.0,223.0
BR0331,4.5,400.0,264.0,249.0
BR0332,4.5,402.0,264.0,284.0
BR0333,4.5,397.0,297.0,223.0
BR0334,4.5,400.0,264.0,249.0
BR0335,4.5,400.0,264.0,249.0
BR0336,4.5,397.0,297.0,198.0
BR0337,4.5,392.0,257.0,223.0
BR0338,4.5,397.0,297.0,198.0
BR0339,4.5,400.0,264.0,249.0
BR0340,4.5,400.0,264.0,249.0
BR0340XL,4.5,400.0,264.0,249.0
BR0341,4.5,392.0,257.0,223.0
BR0342,4.5,400.0,264.0,249.0
BR0343,4.5,394.0,264.0,337.0
BR0344,4.5,402.0,264.0,300.0
BR0345,4.5,400.0,301.0,325.0
BR0346,4.5,395.0,295.0,253.0
BR0347,4.5,395.0,295.0,253.0
BR0348,4.5,395.0,295.0,327.0
BR0349,4.5,395.0,295.0,272.0
BR0350,4.5,397.0,297.0,223.0
BR0351,4.5,397.0,297.0,223.0
BR0352,4.5,402.0,264.0,300.0
BR0353,4.5,400.0,264.0,249.0
BR0354,4.5,402.0,264.0,300.0
BR0355,4.5,389.0,261.0,227.0
BR0356,4.5,402.0,264.0,295.0
BR0357,4.5,400.0,264.0,249.0
BR0358,4.5,395.0,295.0,272.0
BR0359,4.5,400.0,264.0,249.0
BR0360,4.5,397.0,297.0,223.0
BR0361,4.5,397.0,297.0,178.0
BR0362,4.5,397.0,297.0,287.0
BR0363,4.5,395.0,295.0,297.0
BR0364,4.5,395.0,295.0,241.0
BR0365,4.5,397.0,297.0,198.0
BR0366,4.5,395.0,295.0,241.0
BR0367,4.5,397.0,297.0,223.0
BR0368,4.5,397.0,297.0,198.0
BR0369,4.5,397.0,297.0,287.0
BR0370,4.5,397.0,297.0,248.0
BR0371,4.5,395.0,295.0,267.0
BR0372,4.5,397.0,297.0,277.0
BR0373,4.5,395.0,295.0,312.0
BR0374,4.5,395.0,295.0,272.0
BR0375,4.5,397.0,297.0,292.0
BR0376,4.5,397.0,297.0,277.0
BR0377,4.5,397.0,297.0,277.0
BR0378,4.5,392.0,257.0,277.0
BR0379,4.5,392.0,257.0,277.0
BR0380,4.5,392.0,257.0,277.0
BR0381,4.5,400.0,264.0,249.0
BR0382,4.5,400.0,264.0,249.0
BR0383,4.5,400.0,264.0,249.0
BR0384,4.5,400.0,264.0,239.0
BR0385,4.5,400.0,264.0,239.0
BR0386,4.5,395.0,295.0,253.0
BR0387,4.5,397.0,297.0,223.0
BR0388,4.5,400.0,264.0,249.0
BR0389,4.5,400.0,264.0,239.0
BR0390,4.5,392.0,257.0,277.0
BR0391,4.5,392.0,257.0,218.0
BR0392,4.5,397.0,297.0,193.0
BR0393,4.5,392.0,257.0,218.0
BR0394,4.5,392.0,257.0,218.0
BR0395,4.5,392.0,257.0,198.0
BR0396,4.5,397.0,297.0,223.0
BR0397,4.5,395.0,295.0,241.0
BR0398,4.5,397.0,297.0,223.0
BR0399,4.5,395.0,295.0,327.0
BR0400,4.5,395.0,295.0,327.0
BR0401,4.5,397.0,297.0,218.0
BR0402,4.5,397.0,297.0,198.0
BR0403,4.5,394.0,264.0,337.0
BR0404,4.5,400.0,264.0,249.0
BR0405,4.5,397.0,297.0,198.0
BR0406,4.5,395.0,295.0,327.0
BR0407,4.5,397.0,297.0,292.0
BR0408,4.5,395.0,295.0,327.0
BR0409,4.5,400.0,264.0,249.0
BR0410,4.5,395.0,295.0,297.0
BR0411,4.5,397.0,297.0,223.0
BR0412,4.5,395.0,295.0,253.0
BR0413,4.5,395.0,295.0,253.0
BR0414,4.5,397.0,297.0,198.0
BR0415,4.5,392.0,257.0,277.0
BR0416,4.5,397.0,297.0,198.0
BR0417,4.5,400.0,264.0,249.0
BR0418,4.5,400.0,264.0,249.0
BR0419,4.5,397.0,297.0,193.0
BR0420,4.5,389.0,261.0,227.0
BR0421,4.5,400.0,264.0,249.0
