codigo_producto,caja_grosor_mm,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto
BR0079,5,393.0,282.8,296.2
BR0080,5,393.0,282.8,296.2
BR0081,5,393.0,282.8,296.2
BR0082,5,398.0,298.0,315.8
BR0083,5,396.0,296.0,296.0
BR0084,5,393.0,282.8,296.2
BR0085,5,393.0,282.8,296.2
BR0086,5,388.0,279.5,255.0
BR0087,5,388.0,279.5,221.5
BR0088,5,390.0,287.2,255.0
BR0089,5,388.0,279.5,255.0
BR0090,5,389.0,280.6,222.0
BR0091,5,389.0,280.6,222.0
BR0092,5,390.0,287.2,255.0
BR0092XL,5,396.0,296.0,254.0
BR0093,5,390.0,287.2,255.0
BR0094,5,390.0,287.2,255.0
BR0095,5,390.0,287.2,255.0
BR0096,5,393.0,282.8,224.0
BR0097,5,396.0,267.4,198.1
BR0098,5,393.0,282.8,224.0
BR0099,5,389.0,280.6,196.3
BR0100,5,398.0,298.0,194.0
BR0101,5,398.0,298.0,194.0
BR0102,5,398.0,298.0,199.0
BR0103,5,398.0,298.0,224.0
BR0104,5,398.0,298.0,224.0
BR0105,5,398.0,298.0,194.0
BR0106,5,390.0,287.2,255.0
BR0107,5,390.0,287.2,255.0
BR0108,5,396.0,296.0,337.8
BR0109,5,396.0,296.0,343.3
BR0110,5,390.0,287.2,255.0
BR0111,5,393.0,282.8,224.0
BR0112,5,393.0,282.8,224.0
BR0113,5,396.0,296.0,299.3
BR0114,5,396.0,296.0,288.3
BR0115,5,396.0,296.0,299.3
BR0116,5,396.0,296.0,179.0
BR0117,5,396.0,296.0,288.3
BR0118,5,398.0,298.0,239.9
BR0119,5,396.0,296.0,211.0
BR0120,5,398.0,298.0,224.0
BR0121,5,398.0,298.0,363.0
BR0122,5,398.0,298.0,392.8
BR0123,5,396.0,296.0,299.3
BR0124,5,398.0,298.0,392.8
BR0125,5,398.0,298.0,224.0
BR0126,5,398.0,298.0,278.0
BR0127,5,398.0,298.0,224.0
BR0128,5,393.0,282.8,224.0
BR0129,5,393.0,282.8,224.0
BR0130,5,396.0,296.0,283.0
BR0131,5,396.0,296.0,296.0
BR0132,5,388.0,279.5,255.0
BR0133,5,388.0,279.5,255.0
BR0134,5,396.0,296.0,299.3
BR0135,5,396.0,296.0,299.3
BR0136,5,396.0,296.0,299.3
BR0136XL,5,396.0,296.0,299.3
BR0137,5,395.0,290.5,338.0
BR0138,5,393.0,282.8,148.6
BR0139,5,396.0,296.0,299.3
BR0140,5,396.0,296.0,254.0
BR0141,5,396.0,296.0,254.0
BR0142,5,396.0,296.0,343.3
BR0143,5,396.0,296.0,299.3
BR0144,5,398.0,298.0,224.0
BR0145,5,398.0,298.0,194.0
BR0146,5,398.0,298.0,199.0
BR0147,5,398.0,298.0,224.0
BR0148,5,398.0,298.0,199.0
BR0149,5,398.0,298.0,199.0
BR0150,5,396.0,296.0,221.2
BR0151,5,396.0,296.0,254.0
BR0152,5,398.0,298.0,224.0
BR0153,5,396.0,296.0,254.0
BR0154,5,398.0,298.0,224.0
BR0155,5,398.0,298.0,224.0
BR0156,5,398.0,298.0,199.0
BR0157,5,396.0,296.0,288.3
BR0158,5,396.0,296.0,179.0
BR0159,5,396.0,296.0,179.0
BR0160,5,396.0,296.0,179.0
BR0161,5,398.0,298.0,199.0
BR0162,5,396.0,296.0,254.0
BR0163,5,398.0,298.0,224.0
BR0164,5,398.0,298.0,162.1
BR0165,5,398.0,298.0,199.0
BR0166,5,398.0,298.0,162.1
BR0167,5,398.0,298.0,171.1
BR0168,5,398.0,298.0,224.0
BR0169,5,398.0,298.0,224.0
BR0170,5,398.0,298.0,162.1
BR0171,5,396.0,296.0,179.0
BR0172,5,396.0,296.0,254.0
BR0173,5,398.0,298.0,224.0
BR0174,5,396.0,296.0,179.0
BR0175,5,396.0,296.0,299.3
BR0176,5,393.0,282.8,175.6
BR0177,5,393.0,282.8,175.6
BR0178,5,393.0,282.8,175.6
BR0179,5,398.0,298.0,162.1
BR0180,5,393.0,282.8,175.6
BR0181,5,393.0,282.8,175.6
BR0182,5,398.0,298.0,278.0
BR0183,5,393.0,282.8,224.0
BR0184,5,396.0,296.0,221.2
BR0185,5,393.0,282.8,296.2
BR0186,5,398.0,298.0,224.0
BR0187,5,393.0,282.8,296.2
BR0188,5,396.0,296.0,221.2
BR0189,5,390.0,287.2,255.0
BR0190,5,390.0,287.2,255.0
BR0191,5,393.0,282.8,224.0
BR0192,5,389.0,280.6,196.3
BR0193,5,393.0,282.8,296.2
BR0194,5,398.0,298.0,321.3
BR0195,5,396.0,296.0,326.8
BR0196,5,396.0,296.0,299.3
BR0197,5,396.0,296.0,221.2
BR0198,5,398.0,298.0,194.0
BR0199,5,398.0,298.0,239.9
BR0200,5,398.0,298.0,194.0
BR0201,5,398.0,298.0,239.9
BR0202,5,398.0,298.0,194.0
BR0203,5,393.0,282.8,224.0
BR0204,5,390.0,287.2,255.0
BR0205,5,396.0,296.0,254.0
BR0206,5,398.0,298.0,224.0
BR0207,5,398.0,298.0,224.0
BR0208,5,390.0,287.2,255.0
BR0209,5,398.0,298.0,199.0
BR0209XL,5,398.0,298.0,199.0
BR0210,5,398.0,298.0,194.0
BR0211,5,398.0,298.0,194.0
BR0212,5,398.0,298.0,392.8
BR0213,5,396.0,296.0,221.2
BR0214,5,398.0,298.0,199.0
BR0215,5,398.0,298.0,199.0
BR0216,5,393.0,282.8,175.6
BR0217,5,398.0,298.0,189.1
BR0218,5,396.0,296.0,179.0
BR0219,5,396.0,296.0,179.0
BR0220,5,393.0,282.8,199.0
BR0221,5,393.0,282.8,199.0
BR0222,5,393.0,282.8,224.0
BR0223,5,393.0,282.8,199.0
BR0224,5,390.0,287.2,154.0
BR0225,5,395.0,266.5,163.0
BR0226,5,393.0,282.8,199.0
BR0227,5,389.0,280.6,196.3
BR0228,5,393.0,282.8,199.0
BR0229,5,393.0,282.8,224.0
BR0230,5,398.0,298.0,159.0
BR0231,5,398.0,298.0,194.0
BR0232,5,396.0,296.0,288.3
BR0233,5,396.0,296.0,326.8
BR0234,5,393.0,282.8,199.0
BR0235,5,393.0,282.8,296.2
BR0236,5,393.0,282.8,293.8
BR0237,5,396.0,296.0,254.0
BR0238,5,396.0,296.0,299.3
BR0239,5,388.0,279.5,255.0
BR0240,5,388.0,279.5,255.0
BR0241,5,396.0,296.0,254.0
BR0242,5,396.0,296.0,288.0
BR0243,5,396.0,296.0,299.3
BR0244,5,396.0,296.0,288.0
BR0245,5,390.0,236.8,268.5
BR0246,5,393.0,233.2,278.4
BR0247,5,395.0,290.5,338.0
BR0248,5,396.0,296.0,359.8
BR0249,5,396.0,296.0,299.3
BR0250,5,396.0,296.0,299.3
BR0251,5,395.0,290.5,359.8
BR0252,5,395.0,290.5,359.8
BR0253,5,396.0,296.0,359.8
BR0254,5,396.0,296.0,359.8
BR0255,5,396.0,296.0,359.8
BR0256,5,396.0,296.0,359.8
BR0257,5,396.0,296.0,299.3
BR0258,5,396.0,296.0,299.3
BR0259,5,388.0,279.5,255.0
BR0260,5,393.0,282.8,224.0
BR0261,5,393.0,282.8,199.0
BR0262,5,393.0,282.8,199.0
BR0263,5,389.0,280.6,196.3
BR0264,5,389.0,280.6,196.3
BR0265,5,389.0,280.6,196.3
BR0266,5,396.0,296.0,283.0
BR0267,5,395.0,290.5,338.0
BR0268,5,398.0,298.0,194.0
BR0269,5,398.0,298.0,194.0
BR0270,5,396.0,296.0,221.2
BR0271,5,398.0,298.0,224.0
BR0272,5,396.0,296.0,254.0
BR0273,5,398.0,298.0,224.0
BR0274,5,396.0,296.0,288.0
BR0275,5,396.0,296.0,179.0
BR0276,5,396.0,296.0,179.0
BR0277,5,396.0,296.0,299.3
BR0278,5,396.0,296.0,299.3
BR0279,5,396.0,296.0,288.3
BR0280,5,396.0,296.0,288.3
BR0281,5,396.0,296.0,254.0
BR0282,5,396.0,296.0,283.0
BR0283,5,396.0,296.0,254.0
BR0284,5,398.0,298.0,224.0
BR0285,5,396.0,296.0,179.0
BR0286,5,398.0,298.0,199.0
BR0287,5,396.0,296.0,299.3
BR0288,5,388.0,279.5,221.5
BR0289,5,388.0,279.5,221.5
BR0290,5,396.0,296.0,326.8
BR0291,5,398.0,298.0,216.1
BR0292,5,398.0,298.0,310.3
BR0293,5,398.0,298.0,249.0
BR0294,5,398.0,298.0,194.0
BR0295,5,396.0,296.0,254.0
BR0296,5,396.0,296.0,254.0
BR0297,5,398.0,298.0,162.1
BR0298,5,398.0,298.0,162.1
BR0299,5,398.0,298.0,249.0
BR0300,5,388.0,279.5,221.5
BR0301,5,388.0,279.5,255.0
BR0302,5,390.0,236.8,236.0
BR0303,5,393.0,282.8,148.6
BR0304,5,393.0,282.8,175.6
BR0305,5,396.0,296.0,299.3
BR0306,5,396.0,296.0,293.0
BR0307,5,396.0,296.0,293.0
BR0308,5,398.0,298.0,224.0
BR0309,5,396.0,296.0,179.0
BR0310,5,393.0,282.8,296.2
BR0310XL,5,396.0,296.0,288.0
BR0311,5,398.0,298.0,224.0
BR0312,5,398.0,298.0,224.0
BR0313,5,398.0,298.0,224.0
BR0314,5,398.0,298.0,199.0
BR0314XL,5,398.0,298.0,199.0
BR0315,5,396.0,296.0,179.0
BR0316,5,396.0,296.0,179.0
BR0317,5,396.0,296.0,179.0
BR0318,5,396.0,296.0,221.2
BR0319,5,398.0,298.0,162.1
BR0320,5,398.0,298.0,224.0
BR0321,5,388.0,279.5,255.0
BR0322,5,396.0,296.0,254.0
BR0323,5,396.0,296.0,268.0
BR0324,5,389.0,280.6,196.3
BR0325,5,393.0,282.8,296.2
BR0326,5,388.0,279.5,255.0
BR0327,5,389.0,280.6,286.1
BR0328,5,388.0,279.5,221.5
BR0329,5,388.0,279.5,221.5
BR0330,5,388.0,279.5,221.5
BR0331,5,388.0,279.5,221.5
BR0332,5,390.0,287.2,255.0
BR0333,5,398.0,298.0,224.0
BR0334,5,390.0,287.2,255.0
BR0335,5,390.0,287.2,255.0
BR0336,5,398.0,298.0,199.0
BR0337,5,388.0,279.5,221.5
BR0338,5,398.0,298.0,199.0
BR0339,5,388.0,279.5,255.0
BR0340,5,390.0,287.2,255.0
BR0340XL,5,390.0,287.2,255.0
BR0341,5,389.0,280.6,222.0
BR0342,5,390.0,287.2,255.0
BR0343,5,395.0,290.5,359.8
BR0344,5,393.0,282.8,296.2
BR0345,5,396.0,296.0,343.3
BR0346,5,396.0,296.0,254.0
BR0347,5,396.0,296.0,254.0
BR0348,5,396.0,296.0,326.8
BR0349,5,398.0,298.0,278.0
BR0350,5,398.0,298.0,224.0
BR0351,5,398.0,298.0,224.0
BR0352,5,393.0,282.8,296.2
BR0353,5,390.0,287.2,255.0
BR0354,5,393.0,282.8,296.2
BR0355,5,393.0,282.8,224.0
BR0356,5,393.0,282.8,296.2
BR0357,5,388.0,279.5,255.0
BR0358,5,398.0,298.0,278.0
BR0359,5,393.0,282.8,224.0
BR0360,5,398.0,298.0,224.0
BR0361,5,396.0,296.0,179.0
BR0362,5,396.0,296.0,296.0
BR0363,5,396.0,296.0,299.3
BR0364,5,398.0,298.0,239.9
BR0365,5,398.0,298.0,194.0
BR0366,5,398.0,298.0,239.9
BR0367,5,398.0,298.0,224.0
BR0368,5,398.0,298.0,199.0
BR0369,5,396.0,296.0,296.0
BR0370,5,396.0,296.0,254.0
BR0371,5,398.0,298.0,273.7
BR0372,5,396.0,296.0,283.0
BR0373,5,398.0,298.0,321.3
BR0374,5,398.0,298.0,278.0
BR0375,5,396.0,296.0,296.0
BR0376,5,396.0,296.0,283.0
BR0377,5,396.0,296.0,283.0
BR0378,5,390.0,287.2,255.0
BR0379,5,390.0,287.2,255.0
BR0380,5,390.0,287.2,255.0
BR0381,5,390.0,287.2,255.0
BR0382,5,390.0,287.2,255.0
BR0383,5,390.0,287.2,255.0
BR0384,5,393.0,282.8,224.0
BR0385,5,393.0,282.8,224.0
BR0386,5,396.0,296.0,254.0
BR0387,5,398.0,298.0,224.0
BR0388,5,388.0,279.5,221.5
BR0389,5,393.0,282.8,224.0
BR0390,5,390.0,287.2,255.0
BR0391,5,393.0,282.8,199.0
BR0392,5,398.0,298.0,199.0
BR0393,5,393.0,282.8,199.0
BR0394,5,389.0,280.6,196.3
BR0395,5,389.0,280.6,196.3
BR0396,5,398.0,298.0,224.0
BR0397,5,398.0,298.0,239.9
BR0398,5,398.0,298.0,224.0
BR0399,5,396.0,296.0,326.8
BR0400,5,396.0,296.0,326.8
BR0401,5,396.0,296.0,221.2
BR0402,5,398.0,298.0,194.0
BR0403,5,389.0,278.0,336.7
BR0404,5,388.0,279.5,255.0
BR0405,5,398.0,298.0,194.0
BR0406,5,396.0,296.0,326.8
BR0407,5,396.0,296.0,288.3
BR0408,5,396.0,296.0,326.8
BR0409,5,388.0,279.5,255.0
BR0410,5,396.0,296.0,299.3
BR0411,5,398.0,298.0,224.0
BR0412,5,396.0,296.0,254.0
BR0413,5,396.0,296.0,254.0
BR0414,5,398.0,298.0,194.0
BR0415,5,388.0,279.5,255.0
BR0416,5,398.0,298.0,194.0
BR0417,5,388.0,279.5,255.0
BR0418,5,388.0,279.5,255.0
BR0419,5,398.0,298.0,199.0
BR0420,5,393.0,282.8,224.0
BR0421,5,390.0,287.2,255.0
