caja_tipo_id,caja_grosor_mm,caja_interior_largo,caja_interior_ancho,caja_interior_alto,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto,pallet_alto,pallet_ancho,pallet_largo,cantidad_cajas_alto,cantidad_cajas_largo,cantidad_cajas_ancho,cantidad_cajas_total,utilizacion,dimension_interna
0c16d97fd1cb7d10a71d89cb360a797d,4.7,380.0,282.0,172.0,389.4,291.4,181.4,1800,800,1200,9.0,2.0,4.0,72.0,0.8576528509999999,18431520.0
0e9b21449f720ce9684bc686b53c365a,4.7,380.0,282.0,256.0,389.4,291.4,265.4,1800,800,1200,6.0,2.0,4.0,48.0,0.8365346073333332,27432960.0
0f3597b5713aff62bf730b874b95fd1b,4.7,380.0,282.0,181.0,389.4,291.4,190.4,1800,800,1200,9.0,2.0,4.0,72.0,0.9002045359999999,19395960.0
0f5b2c3965220d94c55adb3a660ea179,4.7,379.0,246.0,207.0,388.4,255.4,216.4,1800,800,1200,8.0,2.0,4.0,64.0,0.7950484705185186,19299438.0
106bb1cf64b3899e4631853ed3545c95,4.7,380.0,282.0,251.0,389.4,291.4,260.4,1800,800,1200,6.0,2.0,4.0,48.0,0.8207747239999997,26897160.0
1165f46c14ad39e8aff41843a7897545,2.7,380.0,252.0,228.0,385.4,257.4,233.4,1800,800,1200,7.0,2.0,4.0,56.0,0.7503526029999998,21833280.0
1235d2c994be7bb77d7eef060ecf96f6,4.8,383.0,248.0,194.0,392.6,257.6,203.6,1800,800,1200,8.0,2.0,4.0,64.0,0.7626234642962963,18426896.0
12cda4806343d3747bf24b8ec4cdadcb,4.5,390.0,290.0,173.0,399.0,299.0,182.0,1800,800,1200,9.0,2.0,4.0,72.0,0.90469925,19566300.0
14d18b4fe55db299198b72b757676714,4.8,388.0,287.0,149.0,397.6,296.6,158.6,1800,800,1200,11.0,2.0,4.0,88.0,0.9524882774814816,16592044.0
173e7987f487b6c7b81b4264f2b747eb,4.8,386.0,285.0,263.0,395.6,294.6,272.6,1800,800,1200,6.0,2.0,4.0,48.0,0.8824952493333337,28932630.0
178715e6ca333e5115401f00656608e8,4.8,384.0,285.0,179.0,393.6,294.6,188.6,1800,800,1200,9.0,2.0,4.0,72.0,0.911209584,19589760.0
1796127c405e4518189e46823d051892,2.7,380.0,252.0,218.0,385.4,257.4,223.4,1800,800,1200,8.0,2.0,4.0,64.0,0.8208043653333333,20875680.0
17eb41b333100d37e5061f79b4ac6d1b,4.8,386.0,285.0,256.0,395.6,294.6,265.6,1800,800,1200,6.0,2.0,4.0,48.0,0.8598339626666669,28162560.0
18729392e748ea31ed354313be390018,4.8,386.0,285.0,184.0,395.6,294.6,193.6,1800,800,1200,9.0,2.0,4.0,72.0,0.940119664,20241840.0
1c348ae6809fc040f1b83767e08a5344,4.8,388.0,287.0,184.0,397.6,296.6,193.6,1800,800,1200,9.0,2.0,4.0,72.0,0.9512871573333336,20489504.0
1d53cb238c8997b85dde2badf022947f,4.7,379.0,246.0,251.0,388.4,255.4,260.4,1800,800,1200,6.0,2.0,4.0,48.0,0.7175275706666665,23401734.0
1e7a707b9183161f7ace342c7f4cd2e6,4.1,390.0,289.0,250.0,398.2,297.2,258.2,1800,800,1200,6.0,2.0,4.0,48.0,0.8487969257777777,28177500.0
1e88f58b415233ddb0092e1d2c28df9b,4.8,388.0,287.0,169.0,397.6,296.6,178.6,1800,800,1200,10.0,2.0,4.0,80.0,0.9750911748148148,18819164.0
1f6eec46c4bff93e6ca5467f4a87f6d8,4.1,390.0,255.0,270.0,398.2,263.2,278.2,1800,800,1200,6.0,2.0,4.0,48.0,0.8099193324444443,26851500.0
21c62b75156dd5065f3a69d3ca17bd2a,4.1,390.0,290.0,158.0,398.2,298.2,166.2,1800,800,1200,10.0,2.0,4.0,80.0,0.9136632633333333,17869800.0
22a6616ef34a0a850df2b9b66c6692d5,4.8,383.0,248.0,199.0,392.6,257.6,208.6,1800,800,1200,8.0,2.0,4.0,64.0,0.7813519383703704,18901816.0
23953acdad6658038c43343af411dbd4,4.1,390.0,255.0,255.0,398.2,263.2,263.2,1800,800,1200,6.0,2.0,4.0,48.0,0.7662500657777777,25359750.0
2672589f472af79bacad6c7c33493f99,4.7,380.0,282.0,202.0,389.4,291.4,211.4,1800,800,1200,8.0,2.0,4.0,64.0,0.8884371564444444,21646320.0
26f487cc0845944e95b444daec3a1306,4.7,380.0,282.0,261.0,389.4,291.4,270.4,1800,800,1200,6.0,2.0,4.0,48.0,0.8522944906666664,27968760.0
26faf9a11f723e796c11396a6a8ebbeb,4.8,386.0,285.0,258.0,395.6,294.6,267.6,1800,800,1200,6.0,2.0,4.0,48.0,0.8663086160000002,28382580.0
29a2bc4fc890e39d70390e626d735e03,4.8,388.0,287.0,227.0,397.6,296.6,236.6,1800,800,1200,7.0,2.0,4.0,56.0,0.904225086074074,25277812.0
2aaaa77d77af6aa72778a4150b345b3a,4.8,384.0,283.0,179.0,393.6,292.6,188.6,1800,800,1200,9.0,2.0,4.0,72.0,0.905023504,19452288.0
2bcfb295bee600aa6914bbd06f5891b6,4.1,390.0,255.0,245.0,398.2,263.2,253.2,1800,800,1200,7.0,2.0,4.0,56.0,0.8599934248888887,24365250.0
2c0e605cb6fa10bcf22f05f1b2438c89,4.1,390.0,255.0,214.0,398.2,263.2,222.2,1800,800,1200,8.0,2.0,4.0,64.0,0.8625165380740739,21282300.0
2e7072e1d4bab0ba69dc9fbcc31fec42,4.8,386.0,285.0,278.0,395.6,294.6,287.6,1800,800,1200,6.0,2.0,4.0,48.0,0.9310551493333336,30582780.0
2fc396cb826bcbc3b29d2c06311d798b,2.7,383.0,284.0,211.0,388.4,289.4,216.4,1800,800,1200,8.0,2.0,4.0,64.0,0.900888909037037,22950892.0
304075b644c240eec0e5f51ec37ab9e1,4.8,386.0,285.0,217.0,395.6,294.6,226.6,1800,800,1200,7.0,2.0,4.0,56.0,0.855841259777778,23872170.0
30c311b6218ec6995bda8fcc413c4d17,4.8,385.0,255.0,328.0,394.6,264.6,337.6,1800,800,1200,5.0,2.0,4.0,40.0,0.81595388,32201400.0
30cfce68c5506ad8e83e32665dba84af,2.7,381.0,282.0,188.0,386.4,287.4,193.4,1800,800,1200,9.0,2.0,4.0,72.0,0.894888876,20199096.0
31591362410b8a8b4fd3ecd6c57cc510,4.8,386.0,285.0,298.0,395.6,294.6,307.6,1800,800,1200,5.0,2.0,4.0,40.0,0.8298347355555556,32782980.0
31efc1c0803e25872c67b5cafd4452af,4.8,383.0,248.0,258.0,392.6,257.6,267.6,1800,800,1200,6.0,2.0,4.0,48.0,0.7517609493333336,24505872.0
3216248606458db16bd58ae68fc13c33,4.8,388.0,287.0,293.0,397.6,296.6,302.6,1800,800,1200,5.0,2.0,4.0,40.0,0.8260430837037037,32627308.0
3280f8c61589426e9ce1efa28dcf44cf,4.8,386.0,285.0,239.0,395.6,294.6,248.6,1800,800,1200,7.0,2.0,4.0,56.0,0.9389326442222224,26292390.0
340bacb8c1792bfc8b3b0346513c0585,4.1,390.0,290.0,240.0,398.2,298.2,248.2,1800,800,1200,7.0,2.0,4.0,56.0,0.9551134498888888,27144000.0
35f811cd29630dfbbdb666ba25580dac,4.8,379.0,268.0,363.0,388.6,277.6,372.6,1800,800,1200,4.0,2.0,4.0,32.0,0.7443399840000001,36870636.0
37d8a5bf23e3a02150027ffea6a1e7f6,4.1,390.0,255.0,321.0,398.2,263.2,329.2,1800,800,1200,5.0,2.0,4.0,40.0,0.7986623659259259,31923450.0
3af72f07c54a6a5e073870d3a094dcd0,4.8,388.0,287.0,353.0,397.6,296.6,362.6,1800,800,1200,4.0,2.0,4.0,32.0,0.791865755851852,39308668.0
3cf1a63192a337f8ff673510206eeb38,4.1,390.0,255.0,168.0,398.2,263.2,176.2,1800,800,1200,10.0,2.0,4.0,80.0,0.8549471985185183,16707600.0
3d854c34dff8fe0ca450fb0ddff18030,4.8,388.0,287.0,179.0,397.6,296.6,188.6,1800,800,1200,9.0,2.0,4.0,72.0,0.9267187906666668,19932724.0
3ec465fc7f05b17abe8bfa7600eba425,4.8,383.0,248.0,244.0,392.6,257.6,253.6,1800,800,1200,7.0,2.0,4.0,56.0,0.8311696794074076,23176096.0
3f8910e5e628e2a1e8860abc613831a1,4.7,380.0,282.0,158.0,389.4,291.4,167.4,1800,800,1200,10.0,2.0,4.0,80.0,0.8794014899999999,16931280.0
41136b77a9847287fa2ca119a0fa7f1e,2.5,395.0,290.0,255.0,400.0,295.0,260.0,1800,800,1200,6.0,2.0,4.0,48.0,0.8522222222222222,29210250.0
422f2d20698727bf9c992c916d6e1280,4.1,390.0,255.0,184.0,398.2,263.2,192.2,1800,800,1200,9.0,2.0,4.0,72.0,0.8393233053333332,18298800.0
42c33537f5c6a74d137be069d1bd4a18,4.7,379.0,246.0,182.0,388.4,255.4,191.4,1800,800,1200,9.0,2.0,4.0,72.0,0.791098946,16968588.0
42df43cac5362b6b332e67057aac0554,4.8,388.0,287.0,189.0,397.6,296.6,198.6,1800,800,1200,9.0,2.0,4.0,72.0,0.975855524,21046284.0
4315a27800456d98b7aec1ba7034f107,4.8,383.0,248.0,318.0,392.6,257.6,327.6,1800,800,1200,5.0,2.0,4.0,40.0,0.7669310133333335,30204912.0
44dcef2d118371320d6b3f36794b10c0,4.7,380.0,282.0,271.0,389.4,291.4,280.4,1800,800,1200,6.0,2.0,4.0,48.0,0.883814257333333,29040360.0
45d3118bfae802ddfa0399a8135c2361,4.8,388.0,287.0,348.0,397.6,296.6,357.6,1800,800,1200,5.0,2.0,4.0,40.0,0.9761831022222224,38751888.0
46538be6ce954d7b010ddb9c9fb00f15,4.8,386.0,285.0,318.0,395.6,294.6,327.6,1800,800,1200,5.0,2.0,4.0,40.0,0.8837901800000001,34983180.0
47c07ae5e4f5be415e627b0a32de919e,4.8,386.0,285.0,288.0,395.6,294.6,297.6,1800,800,1200,6.0,2.0,4.0,48.0,0.9634284160000004,31682880.0
4a996ddd03e81fc2dbda07eb0ca1135d,4.8,383.0,248.0,253.0,392.6,257.6,262.6,1800,800,1200,6.0,2.0,4.0,48.0,0.7377145937777781,24030952.0
4beade23001bd00ced8d86ccb4e4606b,4.1,390.0,255.0,250.0,398.2,263.2,258.2,1800,800,1200,6.0,2.0,4.0,48.0,0.7516936435555555,24862500.0
4c289dfcdb1f9fab8de1224c88f288d0,4.1,390.0,290.0,163.0,398.2,298.2,171.2,1800,800,1200,10.0,2.0,4.0,80.0,0.9411501244444442,18435300.0
4e09bb5ee16a086bf02ca2d39b2d5804,4.8,386.0,285.0,171.0,395.6,294.6,180.6,1800,800,1200,9.0,2.0,4.0,72.0,0.876991794,18811710.0
4f7f27e853f8b7512583b31ae0c2779d,4.8,383.0,248.0,154.0,392.6,257.6,163.6,1800,800,1200,11.0,2.0,4.0,88.0,0.8425940485925927,14627536.0
5080ca0406b02d8de6bef5df17bc0037,4.8,388.0,287.0,278.0,397.6,296.6,287.6,1800,800,1200,6.0,2.0,4.0,48.0,0.9421149671111114,30956968.0
51aad97f31764e75e2acc0338a14bf47,4.8,388.0,287.0,209.0,397.6,296.6,218.6,1800,800,1200,8.0,2.0,4.0,64.0,0.9547813250370372,23273404.0
52ed6fca650b46cc25cfee09bbc5cb44,4.8,388.0,287.0,239.0,397.6,296.6,248.6,1800,800,1200,7.0,2.0,4.0,56.0,0.9500860371851854,26614084.0
54a376a884df0451a1a6d07e2ecd85c3,4.1,390.0,288.0,194.0,398.2,296.2,202.2,1800,800,1200,8.0,2.0,4.0,64.0,0.8832907795555555,21790080.0
5540053054e3b007c2b33cf079112b44,4.1,390.0,290.0,148.0,398.2,298.2,156.2,1800,800,1200,11.0,2.0,4.0,88.0,0.944558495222222,16738800.0
56ae1229b9584ad7debf6e1ab60c6098,4.8,386.0,285.0,199.0,395.6,294.6,208.6,1800,800,1200,8.0,2.0,4.0,64.0,0.900408456888889,21891990.0
58c5c51d6e39e80f84be2a39cc4677a8,4.8,386.0,285.0,303.0,395.6,294.6,312.6,1800,800,1200,5.0,2.0,4.0,40.0,0.8433235966666668,33333030.0
5b4cc53c24420ba0af64043ef301d562,4.8,388.0,287.0,144.0,397.6,296.6,153.6,1800,800,1200,11.0,2.0,4.0,88.0,0.922460273777778,16035264.0
5b64c63cc03d5ad1d7a8dc9356e4a41f,4.8,388.0,287.0,219.0,397.6,296.6,228.6,1800,800,1200,7.0,2.0,4.0,56.0,0.8736511186666668,24386964.0
5d219924f97f53b637007a637c7ee7e6,4.8,386.0,285.0,209.0,395.6,294.6,218.6,1800,800,1200,8.0,2.0,4.0,64.0,0.9435728124444444,22992090.0
5d308e9530868734eb31436eaaaf27af,4.8,386.0,285.0,201.0,395.6,294.6,210.6,1800,800,1200,8.0,2.0,4.0,64.0,0.909041328,22112010.0
602053d7a0560b9b10fe94d89ec4e1ff,4.8,386.0,285.0,169.0,395.6,294.6,178.6,1800,800,1200,10.0,2.0,4.0,80.0,0.963644237777778,18591690.0
6029457d9c814022e062762885920ec8,4.1,390.0,255.0,219.0,398.2,263.2,227.2,1800,800,1200,7.0,2.0,4.0,56.0,0.7716844634074074,21779550.0
6093dbae5b82d5102791a23c6f654dea,4.1,390.0,255.0,265.0,398.2,263.2,273.2,1800,800,1200,6.0,2.0,4.0,48.0,0.7953629102222222,26354250.0
623e13a6f27840cacf8833829b96bf96,4.1,390.0,255.0,209.0,398.2,263.2,217.2,1800,800,1200,8.0,2.0,4.0,64.0,0.843107975111111,20785050.0
650ea7a52526c02b9ecc5ec6571ca511,4.8,388.0,287.0,273.0,397.6,296.6,282.6,1800,800,1200,6.0,2.0,4.0,48.0,0.9257360560000004,30400188.0
67b9abfdbe5dc6b73367171bfd67bb34,4.8,386.0,285.0,144.0,395.6,294.6,153.6,1800,800,1200,11.0,2.0,4.0,88.0,0.9116311893333332,15841440.0
67e5f2924f62dfd36097f40431a1322b,4.1,390.0,255.0,194.0,398.2,263.2,202.2,1800,800,1200,8.0,2.0,4.0,64.0,0.7848822862222221,19293300.0
6951b8a3d9dee5e15a265584f9a3c075,4.1,390.0,255.0,260.0,398.2,263.2,268.2,1800,800,1200,6.0,2.0,4.0,48.0,0.780806488,25857000.0
6bf7838d3709d8f15fdad06ed6484d8e,2.5,393.0,255.0,260.0,398.0,260.0,265.0,1800,800,1200,6.0,2.0,4.0,48.0,0.7617277777777778,26055900.0
6d268395e153444cd7f6266651d35c77,2.7,375.0,182.0,152.0,380.4,187.4,157.4,1800,800,1200,11.0,2.0,6.0,132.0,0.8571266843333333,10374000.0
6ecff7742d4a01e1ada1f078a109ba73,4.1,390.0,290.0,260.0,398.2,298.2,268.2,1800,800,1200,6.0,2.0,4.0,48.0,0.8846371379999999,29406000.0
6f67d94c0bab9c88fa4bc661f5c01006,4.7,380.0,282.0,305.0,389.4,291.4,314.4,1800,800,1200,5.0,2.0,4.0,40.0,0.8258178866666664,32683800.0
6fc48aeaa4ad4d08049b3e7b9d1dcdc7,4.7,379.0,246.0,212.0,388.4,255.4,221.4,1800,800,1200,8.0,2.0,4.0,64.0,0.813418352,19765608.0
7020820d5a0bbcdbce99d2bacc1b842c,4.8,383.0,248.0,209.0,392.6,257.6,218.6,1800,800,1200,8.0,2.0,4.0,64.0,0.8188088865185186,19851656.0
73e638e77ccc20e6cca9daf3dfb3df8c,4.1,390.0,290.0,194.0,398.2,298.2,202.2,1800,800,1200,8.0,2.0,4.0,64.0,0.8892549306666666,21941400.0
74672f3b7169d951bca4a5beba21c127,4.1,390.0,290.0,178.0,398.2,298.2,186.2,1800,800,1200,9.0,2.0,4.0,72.0,0.9212496369999998,20131800.0
7510744deb35b8055ca061a7050d2558,4.7,380.0,282.0,192.0,389.4,291.4,201.4,1800,800,1200,8.0,2.0,4.0,64.0,0.8464108008888888,20574720.0
753d01aabf3b6395956963f247d3e588,4.8,383.0,248.0,204.0,392.6,257.6,213.6,1800,800,1200,8.0,2.0,4.0,64.0,0.8000804124444444,19376736.0
7632b3c0a3c65e1b117ccd6cba79974b,4.8,386.0,285.0,286.0,395.6,294.6,295.6,1800,800,1200,6.0,2.0,4.0,48.0,0.956953762666667,31462860.0
76804e6b1364af327bf84306838fb3dc,4.8,386.0,285.0,273.0,395.6,294.6,282.6,1800,800,1200,6.0,2.0,4.0,48.0,0.9148685160000004,30032730.0
76a07688b6827caad810f08f88a895b2,4.8,388.0,287.0,229.0,397.6,296.6,238.6,1800,800,1200,7.0,2.0,4.0,56.0,0.911868577925926,25500524.0
76f02fc8024ed33733b8fd8029000089,4.8,386.0,285.0,219.0,395.6,294.6,228.6,1800,800,1200,7.0,2.0,4.0,56.0,0.8633950220000002,24092190.0
78a9769d0348193b1b9ddcf416284c9f,2.7,378.0,245.0,235.0,383.4,250.4,240.4,1800,800,1200,7.0,2.0,4.0,56.0,0.7479372879999999,21763350.0
7ac978e5f0f94fd099ec31286fb57846,4.8,383.0,248.0,179.0,392.6,257.6,188.6,1800,800,1200,9.0,2.0,4.0,72.0,0.7947427973333334,17002136.0
7b55662e8c6953150223589dbc717d92,4.1,390.0,290.0,250.0,398.2,298.2,258.2,1800,800,1200,6.0,2.0,4.0,48.0,0.8516529046666667,28275000.0
7cbf5d32f3fb6265dbf5bed3c7e567a4,2.7,378.0,245.0,245.0,383.4,250.4,250.4,1800,800,1200,7.0,2.0,4.0,56.0,0.779049488,22689450.0
7d5bf7157bac4cddab76a52a1d8dd41d,4.8,383.0,248.0,248.0,392.6,257.6,257.6,1800,800,1200,6.0,2.0,4.0,48.0,0.7236682382222225,23556032.0
7da91c27eac81d6700500603e8a6f2b6,4.1,390.0,290.0,235.0,398.2,298.2,243.2,1800,800,1200,7.0,2.0,4.0,56.0,0.9358726471111112,26578500.0
7fc0924c71d7a9bb124dcdcebcf6f950,4.8,383.0,248.0,184.0,392.6,257.6,193.6,1800,800,1200,9.0,2.0,4.0,72.0,0.8158123306666668,17477056.0
8160c89bbb62d764c17dc0473fdc343d,4.1,390.0,290.0,204.0,398.2,298.2,212.2,1800,800,1200,8.0,2.0,4.0,64.0,0.9332339084444444,23072400.0
81b0d8fe9c9138cab4b219072e8c19c3,4.8,386.0,285.0,253.0,395.6,294.6,262.6,1800,800,1200,6.0,2.0,4.0,48.0,0.850121982666667,27832530.0
82d3c21174d8acabb19ba02e45548e28,4.8,388.0,287.0,174.0,397.6,296.6,183.6,1800,800,1200,9.0,2.0,4.0,72.0,0.902150424,19375944.0
845990194eeb50cd131954a55fecd655,2.5,395.0,264.0,330.0,400.0,269.0,335.0,1800,800,1200,5.0,2.0,4.0,40.0,0.8343981481481482,34412400.0
88010501620c4b95512a32d77431ca04,4.7,379.0,280.0,271.0,388.4,289.4,280.4,1800,800,1200,6.0,2.0,4.0,48.0,0.875494166222222,28758520.0
881d2510504c58b1ba4b294fb0c5fc6f,4.1,390.0,290.0,173.0,398.2,298.2,181.2,1800,800,1200,9.0,2.0,4.0,72.0,0.8965114619999999,19566300.0
885aee15b4c95bd5d5555f83e9a85673,4.8,386.0,285.0,159.0,395.6,294.6,168.6,1800,800,1200,10.0,2.0,4.0,80.0,0.9096887933333334,17491590.0
895cc0310e1ec8880587a025b4de25c5,4.1,390.0,290.0,301.0,398.2,298.2,309.2,1800,800,1200,5.0,2.0,4.0,40.0,0.8498937455555555,34043100.0
8b7268f62c39e84c6021139d1853033a,4.1,390.0,255.0,291.0,398.2,263.2,299.2,1800,800,1200,6.0,2.0,4.0,48.0,0.8710563057777777,28939950.0
8b80c8d77eb3777361876e4229da899d,4.8,383.0,248.0,239.0,392.6,257.6,248.6,1800,800,1200,7.0,2.0,4.0,56.0,0.8147822645925927,22701176.0
8bf863b2f8f69860aa58c46da51f27e0,4.8,386.0,285.0,194.0,395.6,294.6,203.6,1800,800,1200,8.0,2.0,4.0,64.0,0.8788262791111112,21341940.0
8e2fe7956d42472482d9dd1c9658d7a3,2.7,380.0,286.0,219.0,385.4,291.4,224.4,1800,800,1200,8.0,2.0,4.0,64.0,0.9333839875555554,23800920.0
8eab0cbfe7d0e1a9e77336d53f090da8,4.1,390.0,290.0,280.0,398.2,298.2,288.2,1800,800,1200,6.0,2.0,4.0,48.0,0.9506056046666664,31668000.0
908589535d3feeff9a55c9b5050b8cec,4.5,390.0,255.0,230.0,399.0,264.0,239.0,1800,800,1200,7.0,2.0,4.0,56.0,0.8158663333333334,22873500.0
91989cfbd02fbc00379eee2a7e8883b2,4.8,386.0,285.0,214.0,395.6,294.6,223.6,1800,800,1200,8.0,2.0,4.0,64.0,0.9651549902222224,23542140.0
92ebeda4822ea1dc90f321dee5355f6e,4.1,390.0,288.0,245.0,398.2,296.2,253.2,1800,800,1200,7.0,2.0,4.0,56.0,0.9678193482222222,27518400.0
9317de4d372953f9cc16590fec56b525,4.8,388.0,287.0,283.0,397.6,296.6,292.6,1800,800,1200,6.0,2.0,4.0,48.0,0.9584938782222224,31513748.0
943e0903ad219cb18a0fe562dc236b51,4.7,380.0,282.0,167.0,389.4,291.4,176.4,1800,800,1200,10.0,2.0,4.0,80.0,0.92668114,17895720.0
96cc55859ea53c974a329f68b1873c45,4.8,383.0,248.0,229.0,392.6,257.6,238.6,1800,800,1200,7.0,2.0,4.0,56.0,0.7820074349629632,21751336.0
97f8ba1fc812d49f9c98d8f46da0614a,2.7,380.0,252.0,245.0,385.4,257.4,250.4,1800,800,1200,7.0,2.0,4.0,56.0,0.8050055346666666,23461200.0
98b55be8ca40579535ed996639895fb5,4.7,380.0,282.0,210.0,389.4,291.4,219.4,1800,800,1200,8.0,2.0,4.0,64.0,0.9220582408888888,22503600.0
9d663d6fbbf9278fd6d1ff5b0f69fcf0,4.1,390.0,255.0,311.0,398.2,263.2,319.2,1800,800,1200,5.0,2.0,4.0,40.0,0.7744016622222222,30928950.0
9ee5a9d773daf4331eb9a9a32fd5c416,4.7,380.0,282.0,266.0,389.4,291.4,275.4,1800,800,1200,6.0,2.0,4.0,48.0,0.8680543739999997,28504560.0
a0e80ca7d2bb3cb6df1766f5e88cc700,2.7,380.0,252.0,144.0,385.4,257.4,149.4,1800,800,1200,12.0,2.0,4.0,96.0,0.823376268,13789440.0
a2de065ba628ff467813c87f29407f52,4.1,390.0,255.0,173.0,398.2,263.2,181.2,1800,800,1200,9.0,2.0,4.0,72.0,0.7912871119999999,17204850.0
a5e7768d78fa042d80c5a6e13cb6158d,4.1,390.0,290.0,270.0,398.2,298.2,278.2,1800,800,1200,6.0,2.0,4.0,48.0,0.9176213713333332,30537000.0
a605d791d310a87baa2feab30fb797ca,4.8,386.0,285.0,174.0,395.6,294.6,183.6,1800,800,1200,9.0,2.0,4.0,72.0,0.891559764,19141740.0
aaad0d1b004d04c77682b2a0b96a5d01,4.1,390.0,245.0,230.0,398.2,253.2,238.2,1800,800,1200,7.0,2.0,4.0,56.0,0.7783071193333332,21976500.0
ae15293d8a6de7c947025fc6cfa939e6,4.1,390.0,290.0,275.0,398.2,298.2,283.2,1800,800,1200,6.0,2.0,4.0,48.0,0.9341134879999998,31102500.0
b0c3bde6052f0c0a93c21025c8eefd63,4.1,390.0,290.0,219.0,398.2,298.2,227.2,1800,800,1200,7.0,2.0,4.0,56.0,0.8743020782222222,24768900.0
b281d88dcd50202f658effb9caa9381f,4.8,383.0,248.0,189.0,392.6,257.6,198.6,1800,800,1200,9.0,2.0,4.0,72.0,0.8368818640000001,17951976.0
b2890b93821dc2fabaab0a8bdffc0ba8,4.8,386.0,285.0,204.0,395.6,294.6,213.6,1800,800,1200,8.0,2.0,4.0,64.0,0.9219906346666666,22442040.0
b2a1bd10e103dae56072fe8ba4f0ca15,4.1,390.0,290.0,214.0,398.2,298.2,222.2,1800,800,1200,8.0,2.0,4.0,64.0,0.977212886222222,24203400.0
b3ea42a06319279db482c105981a393a,4.1,390.0,290.0,352.0,398.2,298.2,360.2,1800,800,1200,4.0,2.0,4.0,32.0,0.7920613897777776,39811200.0
b6e81429b597286a1180f3ea4b629731,4.8,386.0,285.0,232.0,395.6,294.6,241.6,1800,800,1200,7.0,2.0,4.0,56.0,0.9124944764444446,25522320.0
b9398e343219088e12e38f6e5de941dd,4.8,386.0,285.0,229.0,395.6,294.6,238.6,1800,800,1200,7.0,2.0,4.0,56.0,0.9011638331111114,25192290.0
b9a729f7ac411dc4783dea402bf4e617,4.1,390.0,290.0,255.0,398.2,298.2,263.2,1800,800,1200,6.0,2.0,4.0,48.0,0.8681450213333333,28840500.0
b9e5f64dda13af4491872ff4649b5e0c,4.8,384.0,285.0,184.0,393.6,294.6,193.6,1800,800,1200,9.0,2.0,4.0,72.0,0.935366784,20136960.0
bb1778b417b37db9194a7958762985ee,4.8,388.0,287.0,164.0,397.6,296.6,173.6,1800,800,1200,10.0,2.0,4.0,80.0,0.9477929896296298,18262384.0
bcb9d9ee678c253fda9306695d6b70da,4.7,380.0,282.0,212.0,389.4,291.4,221.4,1800,800,1200,8.0,2.0,4.0,64.0,0.930463512,22717920.0
bd62436e72b572461e548cf6e4bfdd7d,4.1,390.0,290.0,291.0,398.2,298.2,299.2,1800,800,1200,6.0,2.0,4.0,48.0,0.9868882613333332,32912100.0
bee1ee50d857c700c72bb718c6f645db,4.8,386.0,285.0,164.0,395.6,294.6,173.6,1800,800,1200,10.0,2.0,4.0,80.0,0.9366665155555556,18041640.0
bf4810af2c3a721abe2b0f8698dc4313,4.1,390.0,290.0,138.0,398.2,298.2,146.2,1800,800,1200,12.0,2.0,4.0,96.0,0.9644589826666666,15607800.0
