codigo_producto,volumen_producto_total,cajas_asignables_id
BR0029,86631,026560e43f3fc6afe0ce89d7ddf61626; 12cda4806343d3747bf24b8ec4cdadcb; 18729392e748ea31ed354313be390018; 1c348ae6809fc040f1b83767e08a5344; 3d854c34dff8fe0ca450fb0ddff18030; 4e09bb5ee16a086bf02ca2d39b2d5804; 74672f3b7169d951bca4a5beba21c127; 82d3c21174d8acabb19ba02e45548e28; 881d2510504c58b1ba4b294fb0c5fc6f; a605d791d310a87baa2feab30fb797ca; dbb291248e849bc6807762eb48e5f5cf; e0d433aeaa4baf03cc4513652ee489fe
BR0030,29133,01a2a319402ed2155292c04d8748e16f; 026560e43f3fc6afe0ce89d7ddf61626; 0c16d97fd1cb7d10a71d89cb360a797d; 0f3597b5713aff62bf730b874b95fd1b; 12cda4806343d3747bf24b8ec4cdadcb; 178715e6ca333e5115401f00656608e8; 18729392e748ea31ed354313be390018; 1c348ae6809fc040f1b83767e08a5344; 2aaaa77d77af6aa72778a4150b345b3a; 30cfce68c5506ad8e83e32665dba84af; 3d854c34dff8fe0ca450fb0ddff18030; 42df43cac5362b6b332e67057aac0554; 74672f3b7169d951bca4a5beba21c127; 82d3c21174d8acabb19ba02e45548e28; 881d2510504c58b1ba4b294fb0c5fc6f; a605d791d310a87baa2feab30fb797ca; b9e5f64dda13af4491872ff4649b5e0c; d66062da2ea02af9a197381fef2d9894; dbb291248e849bc6807762eb48e5f5cf; e0d433aeaa4baf03cc4513652ee489fe; f609bd5b4ffc901bae0837e2befee31d
BR0031,13965,026560e43f3fc6afe0ce89d7ddf61626; 12cda4806343d3747bf24b8ec4cdadcb; 18729392e748ea31ed354313be390018; 1c348ae6809fc040f1b83767e08a5344; 1e88f58b415233ddb0092e1d2c28df9b; 3d854c34dff8fe0ca450fb0ddff18030; 4e09bb5ee16a086bf02ca2d39b2d5804; 602053d7a0560b9b10fe94d89ec4e1ff; 74672f3b7169d951bca4a5beba21c127; 82d3c21174d8acabb19ba02e45548e28; 881d2510504c58b1ba4b294fb0c5fc6f; a605d791d310a87baa2feab30fb797ca; dbb291248e849bc6807762eb48e5f5cf; e0d433aeaa4baf03cc4513652ee489fe
BR0032,14194,12cda4806343d3747bf24b8ec4cdadcb; 1e88f58b415233ddb0092e1d2c28df9b; 4c289dfcdb1f9fab8de1224c88f288d0; 4e09bb5ee16a086bf02ca2d39b2d5804; 602053d7a0560b9b10fe94d89ec4e1ff; 82d3c21174d8acabb19ba02e45548e28; 881d2510504c58b1ba4b294fb0c5fc6f; 885aee15b4c95bd5d5555f83e9a85673; a605d791d310a87baa2feab30fb797ca; bb1778b417b37db9194a7958762985ee; bee1ee50d857c700c72bb718c6f645db; e0d433aeaa4baf03cc4513652ee489fe; e9213639f465101cf8b1650e880514c2; f3108b9695ef6420ab92a29c97d1f222
BR0033,64963,026560e43f3fc6afe0ce89d7ddf61626; 1c348ae6809fc040f1b83767e08a5344; 42df43cac5362b6b332e67057aac0554; 54a376a884df0451a1a6d07e2ecd85c3; 73e638e77ccc20e6cca9daf3dfb3df8c; d66062da2ea02af9a197381fef2d9894; d81b530895a2d13487237f6d150a1ad3; fce36b1b860f566c05d3e06484e6f4e2
BR0034,730326,1235d2c994be7bb77d7eef060ecf96f6; 22a6616ef34a0a850df2b9b66c6692d5; 422f2d20698727bf9c992c916d6e1280; 42c33537f5c6a74d137be069d1bd4a18; 67e5f2924f62dfd36097f40431a1322b; 7fc0924c71d7a9bb124dcdcebcf6f950; b281d88dcd50202f658effb9caa9381f; e18d6825e2af5ae83f5cd3860d72b2bc; fdfc2140b8ceabc8da48b6c2886fe22d
BR0035,15862,7da91c27eac81d6700500603e8a6f2b6; b0c3bde6052f0c0a93c21025c8eefd63; b2a1bd10e103dae56072fe8ba4f0ca15; efbf9fb4de26ed4bd82dc7987c339263
BR0036,27685,079828584749f89c6e998317886ea4cf; 12cda4806343d3747bf24b8ec4cdadcb; 178715e6ca333e5115401f00656608e8; 1e88f58b415233ddb0092e1d2c28df9b; 3d854c34dff8fe0ca450fb0ddff18030; 4c289dfcdb1f9fab8de1224c88f288d0; 4e09bb5ee16a086bf02ca2d39b2d5804; 602053d7a0560b9b10fe94d89ec4e1ff; 74672f3b7169d951bca4a5beba21c127; 82d3c21174d8acabb19ba02e45548e28; 881d2510504c58b1ba4b294fb0c5fc6f; a605d791d310a87baa2feab30fb797ca; bb1778b417b37db9194a7958762985ee; bee1ee50d857c700c72bb718c6f645db; c4dc72a8c2e71b31cfcf50cbf201120c; dbb291248e849bc6807762eb48e5f5cf; e0d433aeaa4baf03cc4513652ee489fe; f3108b9695ef6420ab92a29c97d1f222
BR0037,66140,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 6093dbae5b82d5102791a23c6f654dea; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; c68517097037ec6420e21676ab2f1609; edebe6dd9669ec03369694b6dbbd4c54
BR0038,31584,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5
BR0039,23523,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 6093dbae5b82d5102791a23c6f654dea; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; c68517097037ec6420e21676ab2f1609; edebe6dd9669ec03369694b6dbbd4c54
BR0040,12725,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5
BR0041,43428,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5
BR0042,31809,623e13a6f27840cacf8833829b96bf96; 67e5f2924f62dfd36097f40431a1322b; d2932d6ed51161bd7a1ea59210d291e9; fdfc2140b8ceabc8da48b6c2886fe22d
BR0043,11771,a0e80ca7d2bb3cb6df1766f5e88cc700; e54ba3b46441c641610ec42e56d62cfb
BR0044,2256,a0e80ca7d2bb3cb6df1766f5e88cc700; e54ba3b46441c641610ec42e56d62cfb
BR0045,13225,6d268395e153444cd7f6266651d35c77
BR0046,8665,a0e80ca7d2bb3cb6df1766f5e88cc700; e54ba3b46441c641610ec42e56d62cfb
BR0047,2166,a0e80ca7d2bb3cb6df1766f5e88cc700; e54ba3b46441c641610ec42e56d62cfb
BR0048,222,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 97f8ba1fc812d49f9c98d8f46da0614a; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5
BR0049,4328,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 6093dbae5b82d5102791a23c6f654dea; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; 97f8ba1fc812d49f9c98d8f46da0614a; c68517097037ec6420e21676ab2f1609; edebe6dd9669ec03369694b6dbbd4c54
BR0050,9242,1165f46c14ad39e8aff41843a7897545; 1796127c405e4518189e46823d051892; 6029457d9c814022e062762885920ec8; 908589535d3feeff9a55c9b5050b8cec; c8898fc66f1c4e56f02718e10a4dc36b; c8c092bbf8da5f80452c66c38d27305f; d0fa74a812078a5c185018f80142e8de; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0051,225,1165f46c14ad39e8aff41843a7897545; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 908589535d3feeff9a55c9b5050b8cec; 97f8ba1fc812d49f9c98d8f46da0614a; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0052,68844,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 97f8ba1fc812d49f9c98d8f46da0614a; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5
BR0053,2320,1165f46c14ad39e8aff41843a7897545; 1796127c405e4518189e46823d051892; 6029457d9c814022e062762885920ec8; 908589535d3feeff9a55c9b5050b8cec; c8898fc66f1c4e56f02718e10a4dc36b; c8c092bbf8da5f80452c66c38d27305f; d0fa74a812078a5c185018f80142e8de; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0054,42687,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 6093dbae5b82d5102791a23c6f654dea; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; 97f8ba1fc812d49f9c98d8f46da0614a; c68517097037ec6420e21676ab2f1609; edebe6dd9669ec03369694b6dbbd4c54
BR0055,74368,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 97f8ba1fc812d49f9c98d8f46da0614a; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5
BR0056,15355,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 97f8ba1fc812d49f9c98d8f46da0614a; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5
BR0057,23499,1165f46c14ad39e8aff41843a7897545; 2bcfb295bee600aa6914bbd06f5891b6; 908589535d3feeff9a55c9b5050b8cec; 97f8ba1fc812d49f9c98d8f46da0614a; c8898fc66f1c4e56f02718e10a4dc36b; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0058,7710,6d268395e153444cd7f6266651d35c77
BR0059,4286,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 6093dbae5b82d5102791a23c6f654dea; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; 97f8ba1fc812d49f9c98d8f46da0614a; c68517097037ec6420e21676ab2f1609; edebe6dd9669ec03369694b6dbbd4c54
BR0060,28971,1165f46c14ad39e8aff41843a7897545; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 908589535d3feeff9a55c9b5050b8cec; 97f8ba1fc812d49f9c98d8f46da0614a; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0061,4504,1165f46c14ad39e8aff41843a7897545; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 908589535d3feeff9a55c9b5050b8cec; 97f8ba1fc812d49f9c98d8f46da0614a; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0062,6025,1165f46c14ad39e8aff41843a7897545; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 908589535d3feeff9a55c9b5050b8cec; 97f8ba1fc812d49f9c98d8f46da0614a; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0063,11555,1165f46c14ad39e8aff41843a7897545; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 908589535d3feeff9a55c9b5050b8cec; 97f8ba1fc812d49f9c98d8f46da0614a; d0fa74a812078a5c185018f80142e8de; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0064,14837,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 6093dbae5b82d5102791a23c6f654dea; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; 97f8ba1fc812d49f9c98d8f46da0614a; c68517097037ec6420e21676ab2f1609; edebe6dd9669ec03369694b6dbbd4c54
BR0065,96294,026560e43f3fc6afe0ce89d7ddf61626; 12cda4806343d3747bf24b8ec4cdadcb; 1c348ae6809fc040f1b83767e08a5344; 1e88f58b415233ddb0092e1d2c28df9b; 3d854c34dff8fe0ca450fb0ddff18030; 74672f3b7169d951bca4a5beba21c127; 82d3c21174d8acabb19ba02e45548e28; 881d2510504c58b1ba4b294fb0c5fc6f; e0d433aeaa4baf03cc4513652ee489fe
BR0066,59101,12cda4806343d3747bf24b8ec4cdadcb; 1e88f58b415233ddb0092e1d2c28df9b; 4c289dfcdb1f9fab8de1224c88f288d0; 4e09bb5ee16a086bf02ca2d39b2d5804; 602053d7a0560b9b10fe94d89ec4e1ff; 74672f3b7169d951bca4a5beba21c127; 82d3c21174d8acabb19ba02e45548e28; 881d2510504c58b1ba4b294fb0c5fc6f; a605d791d310a87baa2feab30fb797ca; bb1778b417b37db9194a7958762985ee; bee1ee50d857c700c72bb718c6f645db; e0d433aeaa4baf03cc4513652ee489fe; e9213639f465101cf8b1650e880514c2; f3108b9695ef6420ab92a29c97d1f222
BR0067,17211,1f6eec46c4bff93e6ca5467f4a87f6d8; 23953acdad6658038c43343af411dbd4; 4beade23001bd00ced8d86ccb4e4606b; 6093dbae5b82d5102791a23c6f654dea; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; c68517097037ec6420e21676ab2f1609; edebe6dd9669ec03369694b6dbbd4c54; fc5516122a48681b6a5d3d70768ee02a
